term,definition,category
diode,"An electrical engineering term meaning diyot, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
bridge rectifier,"An electrical engineering term meaning köprü doğrultucu, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
central inverter,"An electrical engineering term meaning merkezi invertör, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
converter,"An electrical engineering term meaning dönüştürücü, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
heat sink,"An electrical engineering term meaning soğutucu blok, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
power module,"An electrical engineering term meaning güç modülü, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
thyristor,"An electrical engineering term meaning tristör, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
power factor correction,"An electrical engineering term meaning güç faktörü düzeltme, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
harmonic filter,"An electrical engineering term meaning harmonik filtre, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
solid-state relay,"An electrical engineering term meaning katı hal rölesi, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
semiconductor device,"An electrical engineering term meaning yarı iletken cihaz, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
three-phase rectifier,"An electrical engineering term meaning üç fazlı doğrultucu, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
IGBT,"An electrical engineering term meaning yalıtımlı kapılı bipolar transistör (IGBT), used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
MOSFET,"An electrical engineering term meaning MOSFET, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
pulse width modulation,"An electrical engineering term meaning darbe genişlik modülasyonu, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
switching frequency,"An electrical engineering term meaning anahtarlama frekansı, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
DC link,"An electrical engineering term meaning DC bara, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
buck converter,"An electrical engineering term meaning düşürücü dönüştürücü, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
boost converter,"An electrical engineering term meaning yükseltici dönüştürücü, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
switching loss,"An electrical engineering term meaning anahtarlama kaybı, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
conduction loss,"An electrical engineering term meaning iletim kaybı, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
snubber circuit,"An electrical engineering term meaning snubber devresi, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
gate drive circuit,"An electrical engineering term meaning kapı sürme devresi, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
freewheeling diode,"An electrical engineering term meaning serbest dönüş diyodu, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
chopper circuit,"An electrical engineering term meaning kıyıcı devre, used in power electronics contexts on site, in drawings or in technical documentation.",power electronics
solar panel,"An electrical engineering term meaning güneş paneli, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
solar farm,"An electrical engineering term meaning güneş enerjisi santrali, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
wind turbine,"An electrical engineering term meaning rüzgar türbini, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
wind farm,"An electrical engineering term meaning rüzgar enerjisi santrali, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
lightning rod,"An electrical engineering term meaning paratoner, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
photovoltaic module,"An electrical engineering term meaning fotovoltaik modül, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
solar inverter,"An electrical engineering term meaning güneş invertörü, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
turbine blade,"An electrical engineering term meaning türbin kanadı, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
battery bank,"An electrical engineering term meaning akü bankası, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
charge controller,"An electrical engineering term meaning şarj kontrol cihazı, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
solar array,"An electrical engineering term meaning güneş paneli dizisi, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
string inverter,"An electrical engineering term meaning string invertör, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
microinverter,"An electrical engineering term meaning mikro invertör, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
solar tracker,"An electrical engineering term meaning güneş takip sistemi, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
rotor speed,"An electrical engineering term meaning rotor hızı, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
grid-tied system,"An electrical engineering term meaning şebekeye bağlı sistem, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
off-grid system,"An electrical engineering term meaning şebeke dışı sistem, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
net metering,"An electrical engineering term meaning net ölçüm, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
solar irradiance,"An electrical engineering term meaning güneş ışınım şiddeti, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
nacelle,"An electrical engineering term meaning nasel (türbin kabini), used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
cut-in wind speed,"An electrical engineering term meaning devreye giriş rüzgar hızı, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
feed-in tariff,"An electrical engineering term meaning şebeke besleme tarifesi, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
renewable energy certificate,"An electrical engineering term meaning yenilenebilir enerji sertifikası, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
capacity factor,"An electrical engineering term meaning kapasite faktörü, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
wind resource assessment,"An electrical engineering term meaning rüzgar kaynağı değerlendirmesi, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
solar irradiation map,"An electrical engineering term meaning güneş ışınım haritası, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
curtailment,"An electrical engineering term meaning üretim kısıtlaması, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
balance of system,"An electrical engineering term meaning sistem dengeleme bileşenleri, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
anti-islanding protection,"An electrical engineering term meaning ada olmayı önleme koruması, used in renewable energy contexts on site, in drawings or in technical documentation.",renewable energy
charging cable,"An electrical engineering term meaning şarj kablosu, used in battery storage & EV charging contexts on site, in drawings or in technical documentation.",battery storage & EV charging
charging point,"An electrical engineering term meaning şarj noktası, used in battery storage & EV charging contexts on site, in drawings or in technical documentation.",battery storage & EV charging
lithium-ion battery,"An electrical engineering term meaning lityum iyon batarya, used in battery storage & EV charging contexts on site, in drawings or in technical documentation.",battery storage & EV charging
energy storage,"An electrical engineering term meaning enerji depolama, used in battery storage & EV charging contexts on site, in drawings or in technical documentation.",battery storage & EV charging
EV charging station,"An electrical engineering term meaning elektrikli araç şarj istasyonu, used in battery storage & EV charging contexts on site, in drawings or in technical documentation.",battery storage & EV charging
fast charger,"An electrical engineering term meaning hızlı şarj cihazı, used in battery storage & EV charging contexts on site, in drawings or in technical documentation.",battery storage & EV charging
battery capacity,"An electrical engineering term meaning batarya kapasitesi, used in battery storage & EV charging contexts on site, in drawings or in technical documentation.",battery storage & EV charging
backup power system,"An electrical engineering term meaning yedek güç sistemi, used in battery storage & EV charging contexts on site, in drawings or in technical documentation.",battery storage & EV charging
battery storage system,"An electrical engineering term meaning batarya depolama sistemi, used in battery storage & EV charging contexts on site, in drawings or in technical documentation.",battery storage & EV charging
battery management system,"An electrical engineering term meaning batarya yönetim sistemi, used in battery storage & EV charging contexts on site, in drawings or in technical documentation.",battery storage & EV charging
battery cell,"An electrical engineering term meaning batarya hücresi, used in battery storage & EV charging contexts on site, in drawings or in technical documentation.",battery storage & EV charging
AC charging,"An electrical engineering term meaning AC şarj, used in battery storage & EV charging contexts on site, in drawings or in technical documentation.",battery storage & EV charging
DC fast charging,"An electrical engineering term meaning DC hızlı şarj, used in battery storage & EV charging contexts on site, in drawings or in technical documentation.",battery storage & EV charging
battery inverter,"An electrical engineering term meaning batarya invertörü, used in battery storage & EV charging contexts on site, in drawings or in technical documentation.",battery storage & EV charging
state of charge,"An electrical engineering term meaning şarj durumu, used in battery storage & EV charging contexts on site, in drawings or in technical documentation.",battery storage & EV charging
depth of discharge,"An electrical engineering term meaning deşarj derinliği, used in battery storage & EV charging contexts on site, in drawings or in technical documentation.",battery storage & EV charging
cycle life,"An electrical engineering term meaning çevrim ömrü, used in battery storage & EV charging contexts on site, in drawings or in technical documentation.",battery storage & EV charging
charging protocol,"An electrical engineering term meaning şarj protokolü, used in battery storage & EV charging contexts on site, in drawings or in technical documentation.",battery storage & EV charging
vehicle-to-grid,"An electrical engineering term meaning araçtan şebekeye, used in battery storage & EV charging contexts on site, in drawings or in technical documentation.",battery storage & EV charging
thermal runaway,"An electrical engineering term meaning termal kaçış, used in battery storage & EV charging contexts on site, in drawings or in technical documentation.",battery storage & EV charging
test lamp,"An electrical engineering term meaning test lambası, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
clamp meter,"An electrical engineering term meaning pens ampermetre, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
proximity sensor,"An electrical engineering term meaning yakınlık sensörü, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
temperature sensor,"An electrical engineering term meaning sıcaklık sensörü, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
function generator,"An electrical engineering term meaning fonksiyon üreteci, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
insulation resistance tester,"An electrical engineering term meaning yalıtım direnci test cihazı, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
megger,"An electrical engineering term meaning megger (yalıtım test cihazı), used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
earth resistance tester,"An electrical engineering term meaning toprak direnci test cihazı, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
current probe,"An electrical engineering term meaning akım probu, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
voltage probe,"An electrical engineering term meaning gerilim probu, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
data logger,"An electrical engineering term meaning veri kaydedici, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
current sensor,"An electrical engineering term meaning akım sensörü, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
calibration,"An electrical engineering term meaning kalibrasyon, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
thermal imaging camera,"An electrical engineering term meaning termal görüntüleme kamerası, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
power analyzer,"An electrical engineering term meaning güç analizörü, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
load cell,"An electrical engineering term meaning yük hücresi, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
pressure transmitter,"An electrical engineering term meaning basınç vericisi, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
measurement accuracy,"An electrical engineering term meaning ölçüm doğruluğu, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
resolution,"An electrical engineering term meaning çözünürlük (ölçüm), used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
power quality analyzer,"An electrical engineering term meaning güç kalitesi analizörü, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
phase sequence tester,"An electrical engineering term meaning faz sırası test cihazı, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
Hall effect sensor,"An electrical engineering term meaning Hall etkili sensör, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
signal conditioning,"An electrical engineering term meaning sinyal koşullandırma, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
analog-to-digital converter,"An electrical engineering term meaning analog-dijital dönüştürücü, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
digital-to-analog converter,"An electrical engineering term meaning dijital-analog dönüştürücü, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
sampling rate,"An electrical engineering term meaning örnekleme hızı, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
true RMS meter,"An electrical engineering term meaning gerçek RMS ölçer, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
infrared thermography,"An electrical engineering term meaning kızılötesi termografi, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
measurement uncertainty,"An electrical engineering term meaning ölçüm belirsizliği, used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
traceability,"An electrical engineering term meaning izlenebilirlik (ölçüm), used in instrumentation & measurement contexts on site, in drawings or in technical documentation.",instrumentation & measurement
power quality,"An electrical engineering term meaning güç kalitesi, used in power quality contexts on site, in drawings or in technical documentation.",power quality
power factor,"An electrical engineering term meaning güç faktörü, used in power quality contexts on site, in drawings or in technical documentation.",power quality
reactive power,"An electrical engineering term meaning reaktif güç, used in power quality contexts on site, in drawings or in technical documentation.",power quality
active power,"An electrical engineering term meaning aktif güç, used in power quality contexts on site, in drawings or in technical documentation.",power quality
voltage unbalance,"An electrical engineering term meaning gerilim dengesizliği, used in power quality contexts on site, in drawings or in technical documentation.",power quality
momentary interruption,"An electrical engineering term meaning anlık kesinti, used in power quality contexts on site, in drawings or in technical documentation.",power quality
harmonic spectrum,"An electrical engineering term meaning harmonik spektrum, used in power quality contexts on site, in drawings or in technical documentation.",power quality
apparent power,"An electrical engineering term meaning görünür güç, used in power quality contexts on site, in drawings or in technical documentation.",power quality
unbalanced load,"An electrical engineering term meaning dengesiz yük, used in power quality contexts on site, in drawings or in technical documentation.",power quality
neutral current,"An electrical engineering term meaning nötr akımı, used in power quality contexts on site, in drawings or in technical documentation.",power quality
voltage fluctuation,"An electrical engineering term meaning gerilim dalgalanması, used in power quality contexts on site, in drawings or in technical documentation.",power quality
capacitor bank,"An electrical engineering term meaning kondansatör bankası, used in power quality contexts on site, in drawings or in technical documentation.",power quality
surge protection device,"An electrical engineering term meaning dalgalanma koruma cihazı, used in power quality contexts on site, in drawings or in technical documentation.",power quality
voltage regulation,"An electrical engineering term meaning gerilim regülasyonu, used in power quality contexts on site, in drawings or in technical documentation.",power quality
voltage flicker index,"An electrical engineering term meaning gerilim flicker endeksi, used in power quality contexts on site, in drawings or in technical documentation.",power quality
total harmonic distortion,"An electrical engineering term meaning toplam harmonik bozulma, used in power quality contexts on site, in drawings or in technical documentation.",power quality
transient voltage,"An electrical engineering term meaning geçici gerilim, used in power quality contexts on site, in drawings or in technical documentation.",power quality
resonance,"An electrical engineering term meaning rezonans, used in power quality contexts on site, in drawings or in technical documentation.",power quality
interharmonics,"An electrical engineering term meaning ara harmonikler, used in power quality contexts on site, in drawings or in technical documentation.",power quality
notch distortion,"An electrical engineering term meaning çentik bozulması, used in power quality contexts on site, in drawings or in technical documentation.",power quality
IEC standard,"An electrical engineering term meaning IEC standardı, used in standards & codes contexts on site, in drawings or in technical documentation.",standards & codes
IEEE standard,"An electrical engineering term meaning IEEE standardı, used in standards & codes contexts on site, in drawings or in technical documentation.",standards & codes
wiring regulations,"An electrical engineering term meaning kablolama yönetmeliği, used in standards & codes contexts on site, in drawings or in technical documentation.",standards & codes
compliance certificate,"An electrical engineering term meaning uygunluk sertifikası, used in standards & codes contexts on site, in drawings or in technical documentation.",standards & codes
IP rating,"An electrical engineering term meaning IP koruma sınıfı, used in standards & codes contexts on site, in drawings or in technical documentation.",standards & codes
ingress protection,"An electrical engineering term meaning koruma sınıfı (IP), used in standards & codes contexts on site, in drawings or in technical documentation.",standards & codes
CE marking,"An electrical engineering term meaning CE işareti, used in standards & codes contexts on site, in drawings or in technical documentation.",standards & codes
design standard,"An electrical engineering term meaning tasarım standardı, used in standards & codes contexts on site, in drawings or in technical documentation.",standards & codes
NEC code,"An electrical engineering term meaning NEC yönetmeliği, used in standards & codes contexts on site, in drawings or in technical documentation.",standards & codes
type test,"An electrical engineering term meaning tip testi, used in standards & codes contexts on site, in drawings or in technical documentation.",standards & codes
routine test,"An electrical engineering term meaning rutin test, used in standards & codes contexts on site, in drawings or in technical documentation.",standards & codes
factory acceptance test,"An electrical engineering term meaning fabrika kabul testi, used in standards & codes contexts on site, in drawings or in technical documentation.",standards & codes
site acceptance test,"An electrical engineering term meaning saha kabul testi, used in standards & codes contexts on site, in drawings or in technical documentation.",standards & codes
UL listing,"An electrical engineering term meaning UL listelemesi, used in standards & codes contexts on site, in drawings or in technical documentation.",standards & codes
code compliance,"An electrical engineering term meaning yönetmelik uyumu, used in standards & codes contexts on site, in drawings or in technical documentation.",standards & codes
national electrical code,"An electrical engineering term meaning ulusal elektrik yönetmeliği, used in standards & codes contexts on site, in drawings or in technical documentation.",standards & codes
conformity assessment,"An electrical engineering term meaning uygunluk değerlendirmesi, used in standards & codes contexts on site, in drawings or in technical documentation.",standards & codes
ATEX certification,"An electrical engineering term meaning ATEX sertifikasyonu, used in standards & codes contexts on site, in drawings or in technical documentation.",standards & codes
hazardous area classification,"An electrical engineering term meaning tehlikeli bölge sınıflandırması, used in standards & codes contexts on site, in drawings or in technical documentation.",standards & codes
explosion-proof equipment,"An electrical engineering term meaning patlamaya dayanıklı ekipman, used in standards & codes contexts on site, in drawings or in technical documentation.",standards & codes
voltage drop calculation,"An electrical engineering term meaning gerilim düşümü hesabı, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
load calculation,"An electrical engineering term meaning yük hesabı, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
cable sizing,"An electrical engineering term meaning kablo boyutlandırma, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
single line diagram,"An electrical engineering term meaning tek hat şeması, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
lighting design,"An electrical engineering term meaning aydınlatma tasarımı, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
energy audit,"An electrical engineering term meaning enerji denetimi, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
power balance,"An electrical engineering term meaning güç dengesi, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
contingency planning,"An electrical engineering term meaning olağanüstü durum planlaması, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
short circuit calculation,"An electrical engineering term meaning kısa devre hesabı, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
fault level calculation,"An electrical engineering term meaning arıza seviyesi hesabı, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
diversity factor,"An electrical engineering term meaning çeşitlilik faktörü, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
demand factor,"An electrical engineering term meaning talep faktörü, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
load diversity,"An electrical engineering term meaning yük çeşitliliği, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
ampacity calculation,"An electrical engineering term meaning akım taşıma kapasitesi hesabı, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
earthing system design,"An electrical engineering term meaning topraklama sistemi tasarımı, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
protection coordination,"An electrical engineering term meaning koruma koordinasyonu, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
illuminance calculation,"An electrical engineering term meaning aydınlık düzeyi hesabı, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
design margin,"An electrical engineering term meaning tasarım payı, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
N+1 redundancy,"An electrical engineering term meaning N+1 yedeklilik, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
busbar sizing,"An electrical engineering term meaning bara boyutlandırma, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
derating factor,"An electrical engineering term meaning derating faktörü, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
power flow analysis,"An electrical engineering term meaning güç akışı analizi, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
load flow study,"An electrical engineering term meaning yük akış etüdü, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
three-phase system,"An electrical engineering term meaning üç fazlı sistem, used in calculations & design contexts on site, in drawings or in technical documentation.",calculations & design
fuel tank,"An electrical engineering term meaning yakıt deposu, used in generators & UPS contexts on site, in drawings or in technical documentation.",generators & UPS
gas generator,"An electrical engineering term meaning gazlı jeneratör, used in generators & UPS contexts on site, in drawings or in technical documentation.",generators & UPS
generator set,"An electrical engineering term meaning jeneratör grubu, used in generators & UPS contexts on site, in drawings or in technical documentation.",generators & UPS
uninterruptible power supply,"An electrical engineering term meaning kesintisiz güç kaynağı, used in generators & UPS contexts on site, in drawings or in technical documentation.",generators & UPS
battery backup,"An electrical engineering term meaning akü yedeği, used in generators & UPS contexts on site, in drawings or in technical documentation.",generators & UPS
runtime,"An electrical engineering term meaning çalışma süresi, used in generators & UPS contexts on site, in drawings or in technical documentation.",generators & UPS
generator overhaul,"An electrical engineering term meaning jeneratör revizyonu, used in generators & UPS contexts on site, in drawings or in technical documentation.",generators & UPS
prime power generator,"An electrical engineering term meaning sürekli güç jeneratörü, used in generators & UPS contexts on site, in drawings or in technical documentation.",generators & UPS
automatic transfer switch,"An electrical engineering term meaning otomatik transfer şalteri, used in generators & UPS contexts on site, in drawings or in technical documentation.",generators & UPS
generator control panel,"An electrical engineering term meaning jeneratör kontrol panosu, used in generators & UPS contexts on site, in drawings or in technical documentation.",generators & UPS
load bank test,"An electrical engineering term meaning yük bankası testi, used in generators & UPS contexts on site, in drawings or in technical documentation.",generators & UPS
synchronizing panel,"An electrical engineering term meaning senkronizasyon panosu, used in generators & UPS contexts on site, in drawings or in technical documentation.",generators & UPS
alternator winding,"An electrical engineering term meaning alternatör sargısı, used in generators & UPS contexts on site, in drawings or in technical documentation.",generators & UPS
black start,"An electrical engineering term meaning siyah başlatma (kara başlangıç), used in generators & UPS contexts on site, in drawings or in technical documentation.",generators & UPS
paralleling switchgear,"An electrical engineering term meaning paralel çalışma şalt cihazı, used in generators & UPS contexts on site, in drawings or in technical documentation.",generators & UPS
cable basket,"An electrical engineering term meaning kablo sepeti, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
cable marker,"An electrical engineering term meaning kablo etiketi, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
junction box,"An electrical engineering term meaning bağlantı kutusu, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
wire stripper,"An electrical engineering term meaning kablo soyma pensesi, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
cable clamp,"An electrical engineering term meaning kablo kelepçesi, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
cable duct,"An electrical engineering term meaning kablo kanalı (duct), used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
rigid conduit,"An electrical engineering term meaning sert boru (konduit), used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
trailing cable,"An electrical engineering term meaning sürüklenen kablo, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
cable sleeve,"An electrical engineering term meaning kablo manşonu, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
cable routing plan,"An electrical engineering term meaning kablo güzergâh planı, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
crimping tool,"An electrical engineering term meaning sıkıştırma pensesi, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
terminal block,"An electrical engineering term meaning terminal blok, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
pull box,"An electrical engineering term meaning çekme kutusu, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
cable identification,"An electrical engineering term meaning kablo tanımlama, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
unarmored cable,"An electrical engineering term meaning zırhsız kablo, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
stranded conductor,"An electrical engineering term meaning örgülü iletken, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
multicore cable,"An electrical engineering term meaning çok damarlı kablo, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
cable joint,"An electrical engineering term meaning kablo eki, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
cable dressing,"An electrical engineering term meaning kablo düzenleme, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
cable schedule,"An electrical engineering term meaning kablo listesi, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
heat shrink sleeve,"An electrical engineering term meaning ısı ile büzüşen kılıf, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
wireway,"An electrical engineering term meaning kablo kanalı (wireway), used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
cable segregation,"An electrical engineering term meaning kablo ayrımı, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
bending radius,"An electrical engineering term meaning bükülme yarıçapı, used in cabling & wiring contexts on site, in drawings or in technical documentation.",cabling & wiring
earth rod,"An electrical engineering term meaning toprak çubuğu, used in earthing & lightning protection contexts on site, in drawings or in technical documentation.",earthing & lightning protection
main earthing terminal,"An electrical engineering term meaning ana topraklama terminali, used in earthing & lightning protection contexts on site, in drawings or in technical documentation.",earthing & lightning protection
counterpoise earthing,"An electrical engineering term meaning karşı ağırlık topraklaması, used in earthing & lightning protection contexts on site, in drawings or in technical documentation.",earthing & lightning protection
earth pit,"An electrical engineering term meaning toprak çukuru, used in earthing & lightning protection contexts on site, in drawings or in technical documentation.",earthing & lightning protection
lightning protection system,"An electrical engineering term meaning yıldırımdan korunma sistemi, used in earthing & lightning protection contexts on site, in drawings or in technical documentation.",earthing & lightning protection
air terminal,"An electrical engineering term meaning hava sonlandırıcı, used in earthing & lightning protection contexts on site, in drawings or in technical documentation.",earthing & lightning protection
down conductor,"An electrical engineering term meaning iniş iletkeni, used in earthing & lightning protection contexts on site, in drawings or in technical documentation.",earthing & lightning protection
earth resistance,"An electrical engineering term meaning toprak direnci, used in earthing & lightning protection contexts on site, in drawings or in technical documentation.",earthing & lightning protection
surge arrester,"An electrical engineering term meaning dalgalanma önleyici, used in earthing & lightning protection contexts on site, in drawings or in technical documentation.",earthing & lightning protection
protective earthing,"An electrical engineering term meaning koruyucu topraklama, used in earthing & lightning protection contexts on site, in drawings or in technical documentation.",earthing & lightning protection
earth continuity,"An electrical engineering term meaning toprak devamlılığı, used in earthing & lightning protection contexts on site, in drawings or in technical documentation.",earthing & lightning protection
earth bar,"An electrical engineering term meaning toprak barası, used in earthing & lightning protection contexts on site, in drawings or in technical documentation.",earthing & lightning protection
earth mat,"An electrical engineering term meaning toprak matı, used in earthing & lightning protection contexts on site, in drawings or in technical documentation.",earthing & lightning protection
resistance earthing,"An electrical engineering term meaning dirençli topraklama, used in earthing & lightning protection contexts on site, in drawings or in technical documentation.",earthing & lightning protection
equipotential bonding,"An electrical engineering term meaning eşpotansiyel bağlama, used in earthing & lightning protection contexts on site, in drawings or in technical documentation.",earthing & lightning protection
functional earthing,"An electrical engineering term meaning fonksiyonel topraklama, used in earthing & lightning protection contexts on site, in drawings or in technical documentation.",earthing & lightning protection
