id,term,normalizedTerm,turkishMeaning,cefrLevel,domain,contentDomain,lifeContext,register,primaryUseCase,category,termType,partOfSpeech,wordCount,definition,exampleSentence,turkishExample,relatedTerms,commonMistakes,grammarFits,skillUse,tags,source,confidence,status,importTier,isCore,isTechnical,isProfessionalPhrase,isContractual,isDailySiteEnglish,isLifeWideEnglish,reviewReason,variantOf,grammarDomainAlias,qcRepairNotes
vocab_electronics_a2_0153,basic PCB part,basic pcb part,temel PCB parçası,A2,electronics,engineering,site,technical,site-task,pcb design,three_word_term,multiword_term,3,"A electronics term meaning temel PCB parçası, used in site, drawing, installation or coordination contexts.",The basic PCB part should be ready before commissioning.,Devreye alma öncesinde temel PCB parçası hazır olmalıdır.,"circuit, signal, voltage, component, system","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""basic PCB part"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","a2, electronics, engineering, engineeros, pcb-design, three_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,electronics,domain_mapping: domain mapped to electronics | Electronics_expansion_batch: merged from Electronics.xlsx
vocab_software_b2_0004,dynamic typing,dynamic typing,dinamik tip belirleme,B2,software,engineering,site,technical,site-task,programming fundamentals,two_word_term,multiword_term,2,"A software term meaning dinamik tip belirleme, used in site, drawing, installation or coordination contexts.",The dynamic typing must be checked before the next site activity starts.,Bir sonraki saha aktivitesi başlamadan önce dinamik tip belirleme kontrol edilmelidir.,"code, function, system, application, developer","In technical writing, keep the term specific and avoid vague words like thing or stuff. For ""dynamic typing"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, engineering, engineeros, programming-fundamentals, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b2_0003,static typing,static typing,statik tip belirleme,B2,software,engineering,site,technical,site-task,programming fundamentals,two_word_term,multiword_term,2,"A software term meaning statik tip belirleme, used in site, drawing, installation or coordination contexts.",The static typing must be confirmed before the work continues.,İşe devam etmeden önce statik tip belirleme teyit edilmelidir.,"code, function, system, application, developer","Do not translate this word alone without checking the drawing, system or site context. For ""static typing"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, engineering, engineeros, programming-fundamentals, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b1_0026,interpreted language,interpreted language,yorumlanan dil,B1,software,engineering,site,technical,site-task,languages paradigms,two_word_term,multiword_term,2,"A software term meaning yorumlanan dil, used in site, drawing, installation or coordination contexts.",Please check the interpreted language before the next inspection.,Lütfen bir sonraki muayeneden önce yorumlanan dil kontrol edin.,"code, function, system, application, developer","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""interpreted language"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b1, engineering, engineeros, languages-paradigms, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b1_0025,compiled language,compiled language,derlenen dil,B1,software,engineering,site,technical,site-task,languages paradigms,two_word_term,multiword_term,2,"A software term meaning derlenen dil, used in site, drawing, installation or coordination contexts.",The compiled language should be ready before commissioning.,Devreye alma öncesinde derlenen dil hazır olmalıdır.,"code, function, system, application, developer","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""compiled language"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b1, engineering, engineeros, languages-paradigms, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b1_0024,scripting language,scripting language,betik dili (scripting),B1,software,engineering,site,technical,site-task,languages paradigms,two_word_term,multiword_term,2,"A software term meaning betik dili (scripting), used in site, drawing, installation or coordination contexts.",The scripting language must be checked before the next site activity starts.,Bir sonraki saha aktivitesi başlamadan önce betik dili (scripting) kontrol edilmelidir.,"code, function, system, application, developer","In technical writing, keep the term specific and avoid vague words like thing or stuff. For ""scripting language"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b1, engineering, engineeros, languages-paradigms, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b1_0023,Rust language,rust language,Rust dili,B1,software,engineering,site,technical,site-task,languages paradigms,two_word_term,multiword_term,2,"A software term meaning Rust dili, used in site, drawing, installation or coordination contexts.",The Rust language must be confirmed before the work continues.,İşe devam etmeden önce Rust dili teyit edilmelidir.,"code, function, system, application, developer","Do not translate this word alone without checking the drawing, system or site context. For ""Rust language"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b1, engineering, engineeros, languages-paradigms, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b1_0022,Go language,go language,Go dili,B1,software,engineering,site,technical,site-task,languages paradigms,two_word_term,multiword_term,2,"A software term meaning Go dili, used in site, drawing, installation or coordination contexts.",The team reviewed the Go language during the technical meeting.,Ekip teknik toplantı sırasında Go dili gözden geçirdi.,"code, function, system, application, developer","Do not use this term for every similar item; confirm the exact component or activity. For ""Go language"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b1, engineering, engineeros, languages-paradigms, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_a2_0010,programming language,programming language,programlama dili,A2,software,engineering,site,technical,site-task,languages paradigms,two_word_term,multiword_term,2,"A software term meaning programlama dili, used in site, drawing, installation or coordination contexts.",Please check the programming language before the next inspection.,Lütfen bir sonraki muayeneden önce programlama dili kontrol edin.,"code, function, system, application, developer","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""programming language"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","a2, engineering, engineeros, languages-paradigms, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_c2_0001,compiler optimization pass,compiler optimization pass,derleyici optimizasyon geçişi,C2,software,engineering,site,technical,site-task,programming fundamentals,three_word_term,multiword_term,3,"A software term meaning derleyici optimizasyon geçişi, used in site, drawing, installation or coordination contexts.",The compiler optimization pass should be ready before commissioning.,Devreye alma öncesinde derleyici optimizasyon geçişi hazır olmalıdır.,"code, function, system, application, developer","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""compiler optimization pass"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","c2, engineering, engineeros, programming-fundamentals, software, three_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_c1_0004,memory leak,memory leak,bellek sızıntısı,C1,software,engineering,site,technical,site-task,programming fundamentals,two_word_term,multiword_term,2,"A software term meaning bellek sızıntısı, used in site, drawing, installation or coordination contexts.",The memory leak must be checked before the next site activity starts.,Bir sonraki saha aktivitesi başlamadan önce bellek sızıntısı kontrol edilmelidir.,"code, function, system, application, developer","In technical writing, keep the term specific and avoid vague words like thing or stuff. For ""memory leak"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","c1, engineering, engineeros, programming-fundamentals, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_c1_0002,tail call optimization,tail call optimization,kuyruk çağrısı optimizasyonu,C1,software,engineering,site,technical,site-task,programming fundamentals,three_word_term,multiword_term,3,"A software term meaning kuyruk çağrısı optimizasyonu, used in site, drawing, installation or coordination contexts.",The team reviewed the tail call optimization during the technical meeting.,Ekip teknik toplantı sırasında kuyruk çağrısı optimizasyonu gözden geçirdi.,"code, function, system, application, developer","Do not use this term for every similar item; confirm the exact component or activity. For ""tail call optimization"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","c1, engineering, engineeros, programming-fundamentals, software, three_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b2_0010,pass by reference,pass by reference,referans ile geçirme,B2,software,engineering,site,technical,site-task,programming fundamentals,three_word_term,multiword_term,3,"A software term meaning referans ile geçirme, used in site, drawing, installation or coordination contexts.",Please check the pass by reference before the next inspection.,Lütfen bir sonraki muayeneden önce referans ile geçirme kontrol edin.,"code, function, system, application, developer","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""pass by reference"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, engineering, engineeros, programming-fundamentals, software, three_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b2_0009,pass by value,pass by value,değer ile geçirme,B2,software,engineering,site,technical,site-task,programming fundamentals,three_word_term,multiword_term,3,"A software term meaning değer ile geçirme, used in site, drawing, installation or coordination contexts.",The pass by value should be ready before commissioning.,Devreye alma öncesinde değer ile geçirme hazır olmalıdır.,"code, function, system, application, developer","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""pass by value"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, engineering, engineeros, programming-fundamentals, software, three_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_c1_0001,circular reference,circular reference,döngüsel referans,C1,software,engineering,site,technical,site-task,programming fundamentals,two_word_term,multiword_term,2,"A software term meaning döngüsel referans, used in site, drawing, installation or coordination contexts.",The circular reference must be checked before the next site activity starts.,Bir sonraki saha aktivitesi başlamadan önce döngüsel referans kontrol edilmelidir.,"code, function, system, application, developer","In technical writing, keep the term specific and avoid vague words like thing or stuff. For ""circular reference"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","c1, engineering, engineeros, programming-fundamentals, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b2_0007,garbage collection,garbage collection,çöp toplama (garbage collection),B2,software,engineering,site,technical,site-task,programming fundamentals,two_word_term,multiword_term,2,"A software term meaning çöp toplama (garbage collection), used in site, drawing, installation or coordination contexts.",The team reviewed the garbage collection during the technical meeting.,Ekip teknik toplantı sırasında çöp toplama (garbage collection) gözden geçirdi.,"code, function, system, application, developer","Do not use this term for every similar item; confirm the exact component or activity. For ""garbage collection"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, engineering, engineeros, programming-fundamentals, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b2_0006,memory allocation,memory allocation,bellek tahsisi,B2,software,engineering,site,technical,site-task,programming fundamentals,two_word_term,multiword_term,2,"A software term meaning bellek tahsisi, used in site, drawing, installation or coordination contexts.",Please check the memory allocation before the next inspection.,Lütfen bir sonraki muayeneden önce bellek tahsisi kontrol edin.,"code, function, system, application, developer","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""memory allocation"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, engineering, engineeros, programming-fundamentals, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b2_0005,type inference,type inference,tip çıkarımı,B2,software,engineering,site,technical,site-task,programming fundamentals,two_word_term,multiword_term,2,"A software term meaning tip çıkarımı, used in site, drawing, installation or coordination contexts.",The type inference should be ready before commissioning.,Devreye alma öncesinde tip çıkarımı hazır olmalıdır.,"code, function, system, application, developer","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""type inference"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, engineering, engineeros, programming-fundamentals, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_electronics_a2_0152,basic fabrication part,basic fabrication part,temel üretim parçası,A2,electronics,engineering,site,technical,site-task,microfabrication,three_word_term,multiword_term,3,"A electronics term meaning temel üretim parçası, used in site, drawing, installation or coordination contexts.",The basic fabrication part must be checked before the next site activity starts.,Bir sonraki saha aktivitesi başlamadan önce temel üretim parçası kontrol edilmelidir.,"circuit, signal, voltage, component, system","In technical writing, keep the term specific and avoid vague words like thing or stuff. For ""basic fabrication part"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","a2, electronics, engineering, engineeros, microfabrication, three_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,electronics,domain_mapping: domain mapped to electronics | Electronics_expansion_batch: merged from Electronics.xlsx
vocab_software_b1_0029,legacy code,legacy code,eski (legacy) kod,B1,software,engineering,site,technical,site-task,languages paradigms,two_word_term,multiword_term,2,"A software term meaning eski (legacy) kod, used in site, drawing, installation or coordination contexts.",The legacy code must be confirmed before the work continues.,İşe devam etmeden önce eski (legacy) kod teyit edilmelidir.,"code, function, system, application, developer","Do not translate this word alone without checking the drawing, system or site context. For ""legacy code"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b1, engineering, engineeros, languages-paradigms, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_c1_0009,abstract syntax tree,abstract syntax tree,soyut söz dizimi ağacı,C1,software,engineering,site,technical,site-task,languages paradigms,three_word_term,multiword_term,3,"A software term meaning soyut söz dizimi ağacı, used in site, drawing, installation or coordination contexts.",Please check the abstract syntax tree before the next inspection.,Lütfen bir sonraki muayeneden önce soyut söz dizimi ağacı kontrol edin.,"code, function, system, application, developer","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""abstract syntax tree"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","c1, engineering, engineeros, languages-paradigms, software, three_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_c1_0008,ahead-of-time compilation,ahead-of-time compilation,önceden derleme (AOT),C1,software,engineering,site,technical,site-task,languages paradigms,two_word_term,multiword_term,2,"A software term meaning önceden derleme (AOT), used in site, drawing, installation or coordination contexts.",The ahead-of-time compilation should be ready before commissioning.,Devreye alma öncesinde önceden derleme (AOT) hazır olmalıdır.,"code, function, system, application, developer","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""ahead-of-time compilation"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","c1, engineering, engineeros, languages-paradigms, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_c1_0007,just-in-time compilation,just-in-time compilation,anlık derleme (JIT),C1,software,engineering,site,technical,site-task,languages paradigms,two_word_term,multiword_term,2,"A software term meaning anlık derleme (JIT), used in site, drawing, installation or coordination contexts.",The just-in-time compilation must be checked before the next site activity starts.,Bir sonraki saha aktivitesi başlamadan önce anlık derleme (JIT) kontrol edilmelidir.,"code, function, system, application, developer","In technical writing, keep the term specific and avoid vague words like thing or stuff. For ""just-in-time compilation"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","c1, engineering, engineeros, languages-paradigms, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_c1_0006,language interoperability,language interoperability,diller arası birlikte çalışabilirlik,C1,software,engineering,site,technical,site-task,languages paradigms,two_word_term,multiword_term,2,"A software term meaning diller arası birlikte çalışabilirlik, used in site, drawing, installation or coordination contexts.",The language interoperability must be confirmed before the work continues.,İşe devam etmeden önce diller arası birlikte çalışabilirlik teyit edilmelidir.,"code, function, system, application, developer","Do not translate this word alone without checking the drawing, system or site context. For ""language interoperability"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","c1, engineering, engineeros, languages-paradigms, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_c1_0005,multi-paradigm language,multi-paradigm language,çok paradigmalı dil,C1,software,engineering,site,technical,site-task,languages paradigms,two_word_term,multiword_term,2,"A software term meaning çok paradigmalı dil, used in site, drawing, installation or coordination contexts.",The team reviewed the multi-paradigm language during the technical meeting.,Ekip teknik toplantı sırasında çok paradigmalı dil gözden geçirdi.,"code, function, system, application, developer","Do not use this term for every similar item; confirm the exact component or activity. For ""multi-paradigm language"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","c1, engineering, engineeros, languages-paradigms, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b2_0018,high-level language,high-level language,yüksek seviyeli dil,B2,software,engineering,site,technical,site-task,languages paradigms,two_word_term,multiword_term,2,"A software term meaning yüksek seviyeli dil, used in site, drawing, installation or coordination contexts.",Please check the high-level language before the next inspection.,Lütfen bir sonraki muayeneden önce yüksek seviyeli dil kontrol edin.,"code, function, system, application, developer","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""high-level language"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, engineering, engineeros, languages-paradigms, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b2_0017,low-level language,low-level language,düşük seviyeli dil,B2,software,engineering,site,technical,site-task,languages paradigms,two_word_term,multiword_term,2,"A software term meaning düşük seviyeli dil, used in site, drawing, installation or coordination contexts.",The low-level language should be ready before commissioning.,Devreye alma öncesinde düşük seviyeli dil hazır olmalıdır.,"code, function, system, application, developer","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""low-level language"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, engineering, engineeros, languages-paradigms, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b2_0016,domain-specific language,domain-specific language,alana özgü dil,B2,software,engineering,site,technical,site-task,languages paradigms,two_word_term,multiword_term,2,"A software term meaning alana özgü dil, used in site, drawing, installation or coordination contexts.",The domain-specific language must be checked before the next site activity starts.,Bir sonraki saha aktivitesi başlamadan önce alana özgü dil kontrol edilmelidir.,"code, function, system, application, developer","In technical writing, keep the term specific and avoid vague words like thing or stuff. For ""domain-specific language"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, engineering, engineeros, languages-paradigms, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b2_0015,dynamically typed language,dynamically typed language,dinamik tipli dil,B2,software,engineering,site,technical,site-task,languages paradigms,three_word_term,multiword_term,3,"A software term meaning dinamik tipli dil, used in site, drawing, installation or coordination contexts.",The dynamically typed language must be confirmed before the work continues.,İşe devam etmeden önce dinamik tipli dil teyit edilmelidir.,"code, function, system, application, developer","Do not translate this word alone without checking the drawing, system or site context. For ""dynamically typed language"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, engineering, engineeros, languages-paradigms, software, three_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b2_0014,statically typed language,statically typed language,statik tipli dil,B2,software,engineering,site,technical,site-task,languages paradigms,three_word_term,multiword_term,3,"A software term meaning statik tipli dil, used in site, drawing, installation or coordination contexts.",The team reviewed the statically typed language during the technical meeting.,Ekip teknik toplantı sırasında statik tipli dil gözden geçirdi.,"code, function, system, application, developer","Do not use this term for every similar item; confirm the exact component or activity. For ""statically typed language"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, engineering, engineeros, languages-paradigms, software, three_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b2_0013,imperative programming,imperative programming,buyurgan programlama,B2,software,engineering,site,technical,site-task,languages paradigms,two_word_term,multiword_term,2,"A software term meaning buyurgan programlama, used in site, drawing, installation or coordination contexts.",Please check the imperative programming before the next inspection.,Lütfen bir sonraki muayeneden önce buyurgan programlama kontrol edin.,"code, function, system, application, developer","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""imperative programming"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, engineering, engineeros, languages-paradigms, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b2_0012,declarative programming,declarative programming,bildirimsel programlama,B2,software,engineering,site,technical,site-task,languages paradigms,two_word_term,multiword_term,2,"A software term meaning bildirimsel programlama, used in site, drawing, installation or coordination contexts.",The declarative programming should be ready before commissioning.,Devreye alma öncesinde bildirimsel programlama hazır olmalıdır.,"code, function, system, application, developer","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""declarative programming"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, engineering, engineeros, languages-paradigms, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b2_0011,procedural programming,procedural programming,yordamsal programlama,B2,software,engineering,site,technical,site-task,languages paradigms,two_word_term,multiword_term,2,"A software term meaning yordamsal programlama, used in site, drawing, installation or coordination contexts.",The procedural programming must be checked before the next site activity starts.,Bir sonraki saha aktivitesi başlamadan önce yordamsal programlama kontrol edilmelidir.,"code, function, system, application, developer","In technical writing, keep the term specific and avoid vague words like thing or stuff. For ""procedural programming"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, engineering, engineeros, languages-paradigms, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b1_0028,query language,query language,sorgu dili,B1,software,engineering,site,technical,site-task,languages paradigms,two_word_term,multiword_term,2,"A software term meaning sorgu dili, used in site, drawing, installation or coordination contexts.",The query language must be confirmed before the work continues.,İşe devam etmeden önce sorgu dili teyit edilmelidir.,"code, function, system, application, developer","Do not translate this word alone without checking the drawing, system or site context. For ""query language"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b1, engineering, engineeros, languages-paradigms, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
vocab_software_b1_0027,markup language,markup language,işaretleme dili,B1,software,engineering,site,technical,site-task,languages paradigms,two_word_term,multiword_term,2,"A software term meaning işaretleme dili, used in site, drawing, installation or coordination contexts.",The team reviewed the markup language during the technical meeting.,Ekip teknik toplantı sırasında işaretleme dili gözden geçirdi.,"code, function, system, application, developer","Do not use this term for every similar item; confirm the exact component or activity. For ""markup language"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b1, engineering, engineeros, languages-paradigms, software, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,software,domain_mapping: domain mapped to software | Software_expansion_batch: merged from Bilgisayar.xlsx
