term,definition,category
distributed tracing,"A software term meaning dağıtık izleme (tracing), used in site, drawing, installation or coordination contexts.",microservices
bulkhead pattern,"A software term meaning bulkhead deseni, used in site, drawing, installation or coordination contexts.",microservices
Byzantine fault tolerance,"A software term meaning Bizans hata toleransı, used in site, drawing, installation or coordination contexts.",microservices
shared service,"A software term meaning paylaşılan servis, used in site, drawing, installation or coordination contexts.",microservices
service boundary,"A software term meaning servis sınırı, used in site, drawing, installation or coordination contexts.",microservices
distributed system observability,"A software term meaning dağıtık sistem gözlemlenebilirliği, used in site, drawing, installation or coordination contexts.",microservices
service-to-service authentication,"A software term meaning servisler arası kimlik doğrulama, used in site, drawing, installation or coordination contexts.",microservices
message queue,"A software term meaning mesaj kuyruğu, used in site, drawing, installation or coordination contexts.",message queues
domain event,"A software term meaning alan olayı (domain event), used in site, drawing, installation or coordination contexts.",message queues
publisher-subscriber model,"A software term meaning yayıncı-abone modeli, used in site, drawing, installation or coordination contexts.",message queues
message broker,"A software term meaning mesaj aracısı (broker), used in site, drawing, installation or coordination contexts.",message queues
event streaming,"A software term meaning olay akışı (event streaming), used in site, drawing, installation or coordination contexts.",message queues
topic (messaging),"A software term meaning konu (messaging topic), used in site, drawing, installation or coordination contexts.",message queues
consumer group,"A software term meaning tüketici grubu, used in site, drawing, installation or coordination contexts.",message queues
message acknowledgement,"A software term meaning mesaj onayı, used in site, drawing, installation or coordination contexts.",message queues
dead letter queue,"A software term meaning ölü mektup kuyruğu, used in site, drawing, installation or coordination contexts.",message queues
event sourcing pattern,"A software term meaning olay kaynaklama deseni, used in site, drawing, installation or coordination contexts.",message queues
at-least-once delivery guarantee,"A software term meaning en az bir kez teslim garantisi, used in site, drawing, installation or coordination contexts.",message queues
exactly-once processing semantics,"A software term meaning tam olarak bir kez işleme semantiği, used in site, drawing, installation or coordination contexts.",message queues
message ordering guarantee,"A software term meaning mesaj sıralama garantisi, used in site, drawing, installation or coordination contexts.",message queues
notification queue,"A software term meaning bildirim kuyruğu, used in site, drawing, installation or coordination contexts.",message queues
asynchronous processing,"A software term meaning asenkron işleme, used in site, drawing, installation or coordination contexts.",message queues
message serialization,"A software term meaning mesaj serileştirme, used in site, drawing, installation or coordination contexts.",message queues
stream processing framework,"A software term meaning akış işleme çerçevesi, used in site, drawing, installation or coordination contexts.",message queues
event-driven microservice,"A software term meaning olay güdümlü mikroservis, used in site, drawing, installation or coordination contexts.",message queues
access log,"A software term meaning erişim günlüğü, used in site, drawing, installation or coordination contexts.",observability
monitoring tool,"A software term meaning izleme aracı, used in site, drawing, installation or coordination contexts.",observability
alert (monitoring),"A software term meaning uyarı (izleme), used in site, drawing, installation or coordination contexts.",observability
dashboard (monitoring),"A software term meaning gösterge paneli (izleme), used in site, drawing, installation or coordination contexts.",observability
metric (monitoring),"A software term meaning metrik (izleme), used in site, drawing, installation or coordination contexts.",observability
health check,"A software term meaning sağlık kontrolü, used in site, drawing, installation or coordination contexts.",observability
uptime monitoring,"A software term meaning çalışma süresi izleme, used in site, drawing, installation or coordination contexts.",observability
application performance monitoring,"A software term meaning uygulama performans izleme, used in site, drawing, installation or coordination contexts.",observability
distributed tracing tool,"A software term meaning dağıtık izleme aracı, used in site, drawing, installation or coordination contexts.",observability
log aggregation,"A software term meaning günlük toplulaştırma, used in site, drawing, installation or coordination contexts.",observability
structured logging,"A software term meaning yapılandırılmış günlükleme, used in site, drawing, installation or coordination contexts.",observability
alerting threshold,"A software term meaning uyarı eşiği, used in site, drawing, installation or coordination contexts.",observability
service level indicator,"A software term meaning servis seviyesi göstergesi, used in site, drawing, installation or coordination contexts.",observability
observability platform,"A software term meaning gözlemlenebilirlik platformu, used in site, drawing, installation or coordination contexts.",observability
service level objective,"A software term meaning servis seviyesi hedefi (SLO), used in site, drawing, installation or coordination contexts.",observability
error budget,"A software term meaning hata bütçesi, used in site, drawing, installation or coordination contexts.",observability
full-stack observability strategy,"A software term meaning tam yığın gözlemlenebilirlik stratejisi, used in site, drawing, installation or coordination contexts.",observability
system status,"A software term meaning sistem durumu, used in site, drawing, installation or coordination contexts.",observability
audit log,"A software term meaning denetim günlüğü, used in site, drawing, installation or coordination contexts.",observability
real-time monitoring dashboard,"A software term meaning gerçek zamanlı izleme panosu, used in site, drawing, installation or coordination contexts.",observability
user manual,"A software term meaning kullanıcı kılavuzu, used in site, drawing, installation or coordination contexts.",documentation types
technical specification,"A software term meaning teknik şartname (yazılım), used in site, drawing, installation or coordination contexts.",documentation types
release notes,"A software term meaning sürüm notları, used in site, drawing, installation or coordination contexts.",documentation types
API changelog,"A software term meaning API değişiklik günlüğü, used in site, drawing, installation or coordination contexts.",documentation types
architecture diagram,"A software term meaning mimari diyagram, used in site, drawing, installation or coordination contexts.",documentation types
onboarding documentation,"A software term meaning işe alım dokümantasyonu, used in site, drawing, installation or coordination contexts.",documentation types
runbook,"A software term meaning çalışma kitabı (runbook), used in site, drawing, installation or coordination contexts.",documentation types
design document,"A software term meaning tasarım belgesi, used in site, drawing, installation or coordination contexts.",documentation types
postmortem document,"A software term meaning olay sonrası inceleme belgesi, used in site, drawing, installation or coordination contexts.",documentation types
architecture decision document,"A software term meaning mimari karar belgesi, used in site, drawing, installation or coordination contexts.",documentation types
help guide,"A software term meaning yardım rehberi, used in site, drawing, installation or coordination contexts.",documentation types
FAQ page,"A software term meaning sıkça sorulan sorular sayfası, used in site, drawing, installation or coordination contexts.",documentation types
knowledge base article,"A software term meaning bilgi bankası makalesi, used in site, drawing, installation or coordination contexts.",documentation types
living documentation practice,"A software term meaning canlı dokümantasyon uygulaması, used in site, drawing, installation or coordination contexts.",documentation types
embedded system,"A software term meaning gömülü sistem, used in site, drawing, installation or coordination contexts.",embedded software
firmware update,"A software term meaning aygıt yazılımı güncellemesi, used in site, drawing, installation or coordination contexts.",embedded software
microcontroller programming,"A software term meaning mikrodenetleyici programlama, used in site, drawing, installation or coordination contexts.",embedded software
real-time operating system,"A software term meaning gerçek zamanlı işletim sistemi, used in site, drawing, installation or coordination contexts.",embedded software
interrupt handler,"A software term meaning kesme işleyicisi, used in site, drawing, installation or coordination contexts.",embedded software
embedded software testing,"A software term meaning gömülü yazılım testi, used in site, drawing, installation or coordination contexts.",embedded software
low-power design,"A software term meaning düşük güç tasarımı, used in site, drawing, installation or coordination contexts.",embedded software
real-time constraint,"A software term meaning gerçek zamanlı kısıt, used in site, drawing, installation or coordination contexts.",embedded software
bare-metal programming,"A software term meaning çıplak donanım (bare-metal) programlama, used in site, drawing, installation or coordination contexts.",embedded software
bootloader,"A software term meaning önyükleyici (bootloader), used in site, drawing, installation or coordination contexts.",embedded software
sensor data,"A software term meaning sensör verisi, used in site, drawing, installation or coordination contexts.",embedded software
device firmware,"A software term meaning cihaz aygıt yazılımı, used in site, drawing, installation or coordination contexts.",embedded software
embedded communication protocol,"A software term meaning gömülü iletişim protokolü, used in site, drawing, installation or coordination contexts.",embedded software
watchdog timer,"A software term meaning bekçi zamanlayıcı, used in site, drawing, installation or coordination contexts.",embedded software
chip,"A software term meaning yonga (chip), used in site, drawing, installation or coordination contexts.",embedded software
privacy policy,"A software term meaning gizlilik politikası, used in site, drawing, installation or coordination contexts.",software compliance
data privacy,"A software term meaning veri gizliliği, used in site, drawing, installation or coordination contexts.",software compliance
terms of service,"A software term meaning kullanım koşulları, used in site, drawing, installation or coordination contexts.",software compliance
data protection regulation,"A software term meaning veri koruma düzenlemesi, used in site, drawing, installation or coordination contexts.",software compliance
user consent,"A software term meaning kullanıcı onayı, used in site, drawing, installation or coordination contexts.",software compliance
personally identifiable information,"A software term meaning kişisel olarak tanımlanabilir bilgi, used in site, drawing, installation or coordination contexts.",software compliance
data anonymization,"A software term meaning veri anonimleştirme, used in site, drawing, installation or coordination contexts.",software compliance
software compliance audit,"A software term meaning yazılım uyumluluk denetimi, used in site, drawing, installation or coordination contexts.",software compliance
data retention policy,"A software term meaning veri saklama politikası, used in site, drawing, installation or coordination contexts.",software compliance
cookie consent,"A software term meaning çerez onayı, used in site, drawing, installation or coordination contexts.",software compliance
software audit trail,"A software term meaning yazılım denetim izi, used in site, drawing, installation or coordination contexts.",software compliance
blockchain,"A software term meaning blok zinciri, used in site, drawing, installation or coordination contexts.",emerging tech
cryptocurrency,"A software term meaning kripto para, used in site, drawing, installation or coordination contexts.",emerging tech
smart contract,"A software term meaning akıllı sözleşme, used in site, drawing, installation or coordination contexts.",emerging tech
internet of things,"A software term meaning nesnelerin interneti (IoT), used in site, drawing, installation or coordination contexts.",emerging tech
augmented reality,"A software term meaning artırılmış gerçeklik, used in site, drawing, installation or coordination contexts.",emerging tech
virtual reality,"A software term meaning sanal gerçeklik, used in site, drawing, installation or coordination contexts.",emerging tech
quantum computing,"A software term meaning kuantum bilişim, used in site, drawing, installation or coordination contexts.",emerging tech
distributed ledger technology,"A software term meaning dağıtık defter teknolojisi, used in site, drawing, installation or coordination contexts.",emerging tech
digital twin,"A software term meaning dijital ikiz, used in site, drawing, installation or coordination contexts.",emerging tech
edge AI,"A software term meaning uç yapay zeka, used in site, drawing, installation or coordination contexts.",emerging tech
low-code platform,"A software term meaning az kodlu platform, used in site, drawing, installation or coordination contexts.",emerging tech
no-code development,"A software term meaning kodsuz geliştirme, used in site, drawing, installation or coordination contexts.",emerging tech
quantum-resistant cryptography,"A software term meaning kuantuma dayanıklı kriptografi, used in site, drawing, installation or coordination contexts.",emerging tech
generative AI application,"A software term meaning üretken yapay zeka uygulaması, used in site, drawing, installation or coordination contexts.",emerging tech
smart device,"A software term meaning akıllı cihaz, used in site, drawing, installation or coordination contexts.",emerging tech
wearable technology,"A software term meaning giyilebilir teknoloji, used in site, drawing, installation or coordination contexts.",emerging tech
digital transformation strategy,"A software term meaning dijital dönüşüm stratejisi, used in site, drawing, installation or coordination contexts.",emerging tech
autonomous system design,"A software term meaning otonom sistem tasarımı, used in site, drawing, installation or coordination contexts.",emerging tech
API-first development approach,"A software term meaning API öncelikli geliştirme yaklaşımı, used in site, drawing, installation or coordination contexts.",emerging tech
close all tabs,"A software term meaning tüm sekmeleri kapatmak, used in site, drawing, installation or coordination contexts.",computer literacy
save,"A software term meaning kaydetmek, used in site, drawing, installation or coordination contexts.",computer literacy
print,"A software term meaning yazdırmak, used in site, drawing, installation or coordination contexts.",computer literacy
type a message,"A software term meaning mesaj yazmak, used in site, drawing, installation or coordination contexts.",computer literacy
select multiple items,"A software term meaning birden fazla öğe seçmek, used in site, drawing, installation or coordination contexts.",computer literacy
cancel a request,"A software term meaning isteği iptal etmek, used in site, drawing, installation or coordination contexts.",computer literacy
confirm identity,"A software term meaning kimliği onaylamak, used in site, drawing, installation or coordination contexts.",computer literacy
edit,"A software term meaning düzenlemek, used in site, drawing, installation or coordination contexts.",computer literacy
share a link,"A software term meaning bağlantı paylaşmak, used in site, drawing, installation or coordination contexts.",computer literacy
send a file,"A software term meaning dosya göndermek, used in site, drawing, installation or coordination contexts.",computer literacy
receive,"A software term meaning almak, used in site, drawing, installation or coordination contexts.",computer literacy
email attachment size,"A software term meaning e-posta eki boyutu, used in site, drawing, installation or coordination contexts.",computer literacy
save as draft,"A software term meaning taslak olarak kaydetmek, used in site, drawing, installation or coordination contexts.",computer literacy
email template,"A software term meaning e-posta şablonu, used in site, drawing, installation or coordination contexts.",computer literacy
preview,"A software term meaning önizleme, used in site, drawing, installation or coordination contexts.",computer literacy
shortcut key,"A software term meaning kısayol tuşu, used in site, drawing, installation or coordination contexts.",computer literacy
toolbar,"A software term meaning araç çubuğu, used in site, drawing, installation or coordination contexts.",computer literacy
sidebar,"A software term meaning yan panel, used in site, drawing, installation or coordination contexts.",computer literacy
pop-up window,"A software term meaning açılır pencere, used in site, drawing, installation or coordination contexts.",computer literacy
tab (browser),"A software term meaning sekme (tarayıcı), used in site, drawing, installation or coordination contexts.",computer literacy
bookmark,"A software term meaning yer imi, used in site, drawing, installation or coordination contexts.",computer literacy
start a session,"A software term meaning oturum başlatmak, used in site, drawing, installation or coordination contexts.",os cli
stop a service,"A software term meaning servisi durdurmak, used in site, drawing, installation or coordination contexts.",os cli
pause a download,"A software term meaning indirmeyi duraklatmak, used in site, drawing, installation or coordination contexts.",os cli
run,"A software term meaning çalıştırmak, used in site, drawing, installation or coordination contexts.",os cli
install a package,"A software term meaning paket yüklemek, used in site, drawing, installation or coordination contexts.",os cli
uninstall,"A software term meaning kaldırmak, used in site, drawing, installation or coordination contexts.",os cli
update software,"A software term meaning yazılım güncellemek, used in site, drawing, installation or coordination contexts.",os cli
restart computer,"A software term meaning bilgisayarı yeniden başlatmak, used in site, drawing, installation or coordination contexts.",os cli
write code,"A software term meaning kod yazmak, used in site, drawing, installation or coordination contexts.",programming fundamentals
read code,"A software term meaning kod okumak, used in site, drawing, installation or coordination contexts.",programming fundamentals
test code,"A software term meaning kod test etmek, used in site, drawing, installation or coordination contexts.",programming fundamentals
run a program,"A software term meaning program çalıştırmak, used in site, drawing, installation or coordination contexts.",programming fundamentals
create a file,"A software term meaning dosya oluşturmak, used in site, drawing, installation or coordination contexts.",programming fundamentals
open a file,"A software term meaning dosya açmak, used in site, drawing, installation or coordination contexts.",programming fundamentals
edit code,"A software term meaning kod düzenlemek, used in site, drawing, installation or coordination contexts.",programming fundamentals
check the code,"A software term meaning kodu kontrol etmek, used in site, drawing, installation or coordination contexts.",programming fundamentals
safe password,"A software term meaning güvenli parola, used in site, drawing, installation or coordination contexts.",cybersecurity
secure connection,"A software term meaning güvenli bağlantı, used in site, drawing, installation or coordination contexts.",cybersecurity
log in,"A software term meaning oturum açmak, used in site, drawing, installation or coordination contexts.",cybersecurity
log out,"A software term meaning oturumu kapatmak, used in site, drawing, installation or coordination contexts.",cybersecurity
verify identity,"A software term meaning kimlik doğrulamak, used in site, drawing, installation or coordination contexts.",cybersecurity
connect a device,"A software term meaning cihaz bağlamak, used in site, drawing, installation or coordination contexts.",networking dev
disconnect from network,"A software term meaning ağ bağlantısını kesmek, used in site, drawing, installation or coordination contexts.",networking dev
share a file,"A software term meaning dosya paylaşmak, used in site, drawing, installation or coordination contexts.",networking dev
upload a file,"A software term meaning dosya yüklemek, used in site, drawing, installation or coordination contexts.",networking dev
check connection,"A software term meaning bağlantıyı kontrol etmek, used in site, drawing, installation or coordination contexts.",networking dev
design a page,"A software term meaning sayfa tasarlamak, used in site, drawing, installation or coordination contexts.",frontend dev
view a page,"A software term meaning sayfa görüntülemek, used in site, drawing, installation or coordination contexts.",frontend dev
resize window,"A software term meaning pencereyi yeniden boyutlandırmak, used in site, drawing, installation or coordination contexts.",frontend dev
refresh page,"A software term meaning sayfayı yenilemek, used in site, drawing, installation or coordination contexts.",frontend dev
build a server,"A software term meaning sunucu kurmak, used in site, drawing, installation or coordination contexts.",backend dev
handle a request,"A software term meaning isteği işlemek, used in site, drawing, installation or coordination contexts.",backend dev
process data,"A software term meaning veriyi işlemek, used in site, drawing, installation or coordination contexts.",backend dev
call an API,"A software term meaning API çağırmak, used in site, drawing, installation or coordination contexts.",apis
send a request,"A software term meaning istek göndermek, used in site, drawing, installation or coordination contexts.",apis
receive a response,"A software term meaning yanıt almak, used in site, drawing, installation or coordination contexts.",apis
store data,"A software term meaning veri saklamak, used in site, drawing, installation or coordination contexts.",databases sql
search a database,"A software term meaning veritabanında arama yapmak, used in site, drawing, installation or coordination contexts.",databases sql
update a record,"A software term meaning kayıt güncellemek, used in site, drawing, installation or coordination contexts.",databases sql
delete a record,"A software term meaning kayıt silmek, used in site, drawing, installation or coordination contexts.",databases sql
check the result,"A software term meaning sonucu kontrol etmek, used in site, drawing, installation or coordination contexts.",testing qa
run a test,"A software term meaning test çalıştırmak, used in site, drawing, installation or coordination contexts.",testing qa
report a bug,"A software term meaning hata bildirmek, used in site, drawing, installation or coordination contexts.",testing qa
fix an issue,"A software term meaning sorunu düzeltmek, used in site, drawing, installation or coordination contexts.",testing qa
start a project,"A software term meaning proje başlatmak, used in site, drawing, installation or coordination contexts.",agile scrum
assign a task,"A software term meaning görev atamak, used in site, drawing, installation or coordination contexts.",agile scrum
finish a task,"A software term meaning görevi bitirmek, used in site, drawing, installation or coordination contexts.",agile scrum
update status,"A software term meaning durumu güncellemek, used in site, drawing, installation or coordination contexts.",agile scrum
write software,"A software term meaning yazılım yazmak, used in site, drawing, installation or coordination contexts.",software roles
build an app,"A software term meaning uygulama geliştirmek, used in site, drawing, installation or coordination contexts.",software roles
plug in,"A software term meaning fişe takmak, used in site, drawing, installation or coordination contexts.",hardware basics
unplug,"A software term meaning fişten çekmek, used in site, drawing, installation or coordination contexts.",hardware basics
charge the battery,"A software term meaning pili şarj etmek, used in site, drawing, installation or coordination contexts.",hardware basics
connect a cable,"A software term meaning kablo bağlamak, used in site, drawing, installation or coordination contexts.",hardware basics
open an app,"A software term meaning uygulama açmak, used in site, drawing, installation or coordination contexts.",mobile dev
close an app,"A software term meaning uygulama kapatmak, used in site, drawing, installation or coordination contexts.",mobile dev
access from anywhere,"A software term meaning her yerden erişmek, used in site, drawing, installation or coordination contexts.",cloud computing
save a version,"A software term meaning bir sürüm kaydetmek, used in site, drawing, installation or coordination contexts.",version control
track changes,"A software term meaning değişiklikleri takip etmek, used in site, drawing, installation or coordination contexts.",version control
write documentation,"A software term meaning dokümantasyon yazmak, used in site, drawing, installation or coordination contexts.",documentation types
read the manual,"A software term meaning kılavuzu okumak, used in site, drawing, installation or coordination contexts.",documentation types
try new technology,"A software term meaning yeni teknoloji denemek, used in site, drawing, installation or coordination contexts.",emerging tech
check the log,"A software term meaning günlüğü kontrol etmek, used in site, drawing, installation or coordination contexts.",observability
monitor the system,"A software term meaning sistemi izlemek, used in site, drawing, installation or coordination contexts.",observability
reduce loading time,"A software term meaning yükleme süresini azaltmak, used in site, drawing, installation or coordination contexts.",performance
analyze the data,"A software term meaning veriyi analiz etmek, used in site, drawing, installation or coordination contexts.",data science
create a chart,"A software term meaning grafik oluşturmak, used in site, drawing, installation or coordination contexts.",data science
train a model,"A software term meaning model eğitmek, used in site, drawing, installation or coordination contexts.",ai ml
make a prediction,"A software term meaning tahmin yapmak, used in site, drawing, installation or coordination contexts.",ai ml
style guide (documentation),"A software term meaning stil rehberi (dokümantasyon), used in site, drawing, installation or coordination contexts.",documentation types
tutorial,"A software term meaning eğitim materyali (tutorial), used in site, drawing, installation or coordination contexts.",documentation types
device configuration file,"A software term meaning cihaz yapılandırma dosyası, used in site, drawing, installation or coordination contexts.",embedded software
firmware version control,"A software term meaning aygıt yazılımı sürüm kontrolü, used in site, drawing, installation or coordination contexts.",embedded software
edge device software,"A software term meaning uç cihaz yazılımı, used in site, drawing, installation or coordination contexts.",emerging tech
smart home automation,"A software term meaning akıllı ev otomasyonu, used in site, drawing, installation or coordination contexts.",emerging tech
dual licensing model,"A software term meaning çift lisanslama modeli, used in site, drawing, installation or coordination contexts.",licensing opensource
message payload,"A software term meaning mesaj yükü (payload), used in site, drawing, installation or coordination contexts.",message queues
queue depth monitoring,"A software term meaning kuyruk derinliği izleme, used in site, drawing, installation or coordination contexts.",message queues
service dependency mapping,"A software term meaning servis bağımlılığı haritalama, used in site, drawing, installation or coordination contexts.",microservices
service ownership model,"A software term meaning servis sahiplik modeli, used in site, drawing, installation or coordination contexts.",microservices
mobile deep linking,"A software term meaning mobil derin bağlantı (deep link), used in site, drawing, installation or coordination contexts.",mobile dev
app crash reporting,"A software term meaning uygulama çökme raporlama, used in site, drawing, installation or coordination contexts.",mobile dev
data quality assessment,"A software term meaning veri kalitesi değerlendirmesi, used in site, drawing, installation or coordination contexts.",data science
data storytelling,"A software term meaning veri ile hikaye anlatımı, used in site, drawing, installation or coordination contexts.",data science
container lifecycle management,"A software term meaning konteyner yaşam döngüsü yönetimi, used in site, drawing, installation or coordination contexts.",containers
container health check,"A software term meaning konteyner sağlık kontrolü, used in site, drawing, installation or coordination contexts.",containers
database sharding key,"A software term meaning veritabanı parçalama anahtarı, used in site, drawing, installation or coordination contexts.",databases nosql
secondary index,"A software term meaning ikincil indeks, used in site, drawing, installation or coordination contexts.",databases nosql
performance regression,"A software term meaning performans gerilemesi, used in site, drawing, installation or coordination contexts.",performance
system throughput measurement,"A software term meaning sistem verim ölçümü, used in site, drawing, installation or coordination contexts.",performance
user persona,"A software term meaning kullanıcı personası, used in site, drawing, installation or coordination contexts.",ux ui dev
user journey map,"A software term meaning kullanıcı yolculuğu haritası, used in site, drawing, installation or coordination contexts.",ux ui dev
log rotation,"A software term meaning günlük döndürme (log rotation), used in site, drawing, installation or coordination contexts.",observability
service dashboard,"A software term meaning servis panosu, used in site, drawing, installation or coordination contexts.",observability
hardware compatibility check,"A software term meaning donanım uyumluluk kontrolü, used in site, drawing, installation or coordination contexts.",hardware basics
system diagnostics,"A software term meaning sistem tanılaması, used in site, drawing, installation or coordination contexts.",hardware basics
cloud sync,"A software term meaning bulut senkronizasyonu, used in site, drawing, installation or coordination contexts.",computer literacy
multi-tasking (computer),"A software term meaning çoklu görev (bilgisayar), used in site, drawing, installation or coordination contexts.",computer literacy
security token,"A software term meaning güvenlik belirteci (token), used in site, drawing, installation or coordination contexts.",cybersecurity
endpoint protection,"A software term meaning uç nokta koruması, used in site, drawing, installation or coordination contexts.",cybersecurity
cloud resource tagging,"A software term meaning bulut kaynağı etiketleme, used in site, drawing, installation or coordination contexts.",cloud computing
database connection string,"A software term meaning veritabanı bağlantı dizesi, used in site, drawing, installation or coordination contexts.",databases sql
web component,"A software term meaning web bileşeni, used in site, drawing, installation or coordination contexts.",frontend dev
API throttling policy,"A software term meaning API kısıtlama politikası, used in site, drawing, installation or coordination contexts.",backend dev
test data management,"A software term meaning test veri yönetimi, used in site, drawing, installation or coordination contexts.",testing qa
deployment rollback strategy,"A software term meaning dağıtım geri alma stratejisi, used in site, drawing, installation or coordination contexts.",devops cicd
event bus,"A software term meaning olay veri yolu (event bus), used in site, drawing, installation or coordination contexts.",architecture patterns
model versioning,"A software term meaning model sürümleme, used in site, drawing, installation or coordination contexts.",ai ml
garbage collection tuning,"A software term meaning çöp toplama ayarlama, used in site, drawing, installation or coordination contexts.",performance
network segmentation,"A software term meaning ağ bölümlendirmesi, used in site, drawing, installation or coordination contexts.",networking dev
mobile analytics integration,"A software term meaning mobil analitik entegrasyonu, used in site, drawing, installation or coordination contexts.",mobile dev
data pipeline orchestration,"A software term meaning veri hattı orkestrasyonu, used in site, drawing, installation or coordination contexts.",data science
architectural decision governance,"A software term meaning mimari karar yönetişimi, used in site, drawing, installation or coordination contexts.",code quality
design system governance,"A software term meaning tasarım sistemi yönetişimi, used in site, drawing, installation or coordination contexts.",frontend dev
multi-master replication,"A software term meaning çoklu ana replikasyon, used in site, drawing, installation or coordination contexts.",databases sql
golden signal monitoring,"A software term meaning altın sinyal izleme, used in site, drawing, installation or coordination contexts.",observability
release train model,"A software term meaning sürüm treni modeli, used in site, drawing, installation or coordination contexts.",devops cicd
ternary operator,"A software term meaning üçlü operatör, used in site, drawing, installation or coordination contexts.",programming fundamentals
bitwise operation,"A software term meaning bit düzeyinde işlem, used in site, drawing, installation or coordination contexts.",programming fundamentals
switch statement,"A software term meaning switch ifadesi, used in site, drawing, installation or coordination contexts.",programming fundamentals
enum type,"A software term meaning numaralandırma tipi (enum), used in site, drawing, installation or coordination contexts.",programming fundamentals
sparse array,"A software term meaning seyrek dizi, used in site, drawing, installation or coordination contexts.",data structures
multi-dimensional array,"A software term meaning çok boyutlu dizi, used in site, drawing, installation or coordination contexts.",data structures
insertion sort,"A software term meaning ekleme sıralaması, used in site, drawing, installation or coordination contexts.",algorithms
selection sort,"A software term meaning seçim sıralaması, used in site, drawing, installation or coordination contexts.",algorithms
mixin,"A software term meaning mixin (yazılım), used in site, drawing, installation or coordination contexts.",oop
duck typing,"A software term meaning duck typing, used in site, drawing, installation or coordination contexts.",oop
partial application,"A software term meaning kısmi uygulama (partial application), used in site, drawing, installation or coordination contexts.",functional programming
strangler fig pattern,"A software term meaning boğucu incir (strangler fig) deseni, used in site, drawing, installation or coordination contexts.",architecture patterns
git stash,"A software term meaning git stash (geçici saklama), used in site, drawing, installation or coordination contexts.",version control
snapshot testing,"A software term meaning anlık görüntü testi (snapshot), used in site, drawing, installation or coordination contexts.",testing qa
watch expression,"A software term meaning izleme ifadesi (watch), used in site, drawing, installation or coordination contexts.",debugging
spot instance,"A software term meaning spot örneği (cloud), used in site, drawing, installation or coordination contexts.",cloud computing
container orchestration API,"A software term meaning konteyner orkestrasyon API'si, used in site, drawing, installation or coordination contexts.",containers
composite key,"A software term meaning bileşik anahtar, used in site, drawing, installation or coordination contexts.",databases sql
wide-column store,"A software term meaning geniş sütunlu depo, used in site, drawing, installation or coordination contexts.",databases nosql
form state management,"A software term meaning form durumu yönetimi, used in site, drawing, installation or coordination contexts.",frontend dev
dependency graph,"A software term meaning bağımlılık grafiği, used in site, drawing, installation or coordination contexts.",backend dev
API throttling response,"A software term meaning API kısıtlama yanıtı, used in site, drawing, installation or coordination contexts.",apis
network address translation,"A software term meaning ağ adresi çevirimi (NAT), used in site, drawing, installation or coordination contexts.",networking dev
certificate pinning,"A software term meaning sertifika sabitleme, used in site, drawing, installation or coordination contexts.",cybersecurity
environment path variable,"A software term meaning ortam yol değişkeni (PATH), used in site, drawing, installation or coordination contexts.",os cli
confusion matrix,"A software term meaning karışıklık matrisi, used in site, drawing, installation or coordination contexts.",ai ml
pivot table,"A software term meaning pivot tablo, used in site, drawing, installation or coordination contexts.",data science
spike (agile),"A software term meaning spike (agile araştırma görevi), used in site, drawing, installation or coordination contexts.",agile scrum
platform engineer,"A software term meaning platform mühendisi, used in site, drawing, installation or coordination contexts.",software roles
dead code elimination,"A software term meaning ölü kod eleme, used in site, drawing, installation or coordination contexts.",code quality
cold start latency,"A software term meaning soğuk başlangıç gecikmesi, used in site, drawing, installation or coordination contexts.",performance
micro-interaction design,"A software term meaning mikro etkileşim tasarımı, used in site, drawing, installation or coordination contexts.",ux ui dev
attribution requirement,"A software term meaning atıf gerekliliği, used in site, drawing, installation or coordination contexts.",licensing opensource
thermal throttling,"A software term meaning termal kısıtlama, used in site, drawing, installation or coordination contexts.",hardware basics
technical spike,"A software term meaning teknik araştırma (spike), used in site, drawing, installation or coordination contexts.",sdlc
service catalog,"A software term meaning servis kataloğu, used in site, drawing, installation or coordination contexts.",microservices
message replay,"A software term meaning mesaj tekrar oynatma, used in site, drawing, installation or coordination contexts.",message queues
distributed log correlation,"A software term meaning dağıtık günlük korelasyonu, used in site, drawing, installation or coordination contexts.",observability
versioned documentation,"A software term meaning sürümlü dokümantasyon, used in site, drawing, installation or coordination contexts.",documentation types
cookie tracking consent,"A software term meaning çerez takip onayı, used in site, drawing, installation or coordination contexts.",software compliance
federated learning,"A software term meaning federe öğrenme, used in site, drawing, installation or coordination contexts.",emerging tech
foreign function interface,"A software term meaning yabancı fonksiyon arayüzü, used in site, drawing, installation or coordination contexts.",languages paradigms
undefined behavior,"A software term meaning tanımsız davranış, used in site, drawing, installation or coordination contexts.",programming fundamentals
bloom filter,"A software term meaning bloom filtresi, used in site, drawing, installation or coordination contexts.",data structures
branch and bound,"A software term meaning dal ve sınır algoritması, used in site, drawing, installation or coordination contexts.",algorithms
law of Demeter,"A software term meaning Demeter yasası, used in site, drawing, installation or coordination contexts.",oop
saga orchestration,"A software term meaning saga orkestrasyonu, used in site, drawing, installation or coordination contexts.",architecture patterns
cloud landing zone,"A software term meaning bulut iniş bölgesi (landing zone), used in site, drawing, installation or coordination contexts.",cloud computing
optimistic locking,"A software term meaning iyimser kilitleme, used in site, drawing, installation or coordination contexts.",databases sql
security chaos engineering,"A software term meaning güvenlik kaos mühendisliği, used in site, drawing, installation or coordination contexts.",cybersecurity
