term,definition,category
rotor (turbine),"A mechanical term meaning rotor (türbin), used in site, drawing, installation or coordination contexts.",power generation
stator,"A mechanical term meaning stator, used in site, drawing, installation or coordination contexts.",power generation
synchronization (generator),"A mechanical term meaning senkronizasyon (jeneratör), used in site, drawing, installation or coordination contexts.",power generation
sheet metal,"A mechanical term meaning sac metal, used in site, drawing, installation or coordination contexts.",sheet metal
bending (sheet metal),"A mechanical term meaning bükme (sac), used in site, drawing, installation or coordination contexts.",sheet metal
shearing,"A mechanical term meaning kesme (makas), used in site, drawing, installation or coordination contexts.",sheet metal
punching,"A mechanical term meaning zımbalama, used in site, drawing, installation or coordination contexts.",sheet metal
stamping,"A mechanical term meaning presleme, used in site, drawing, installation or coordination contexts.",sheet metal
press brake,"A mechanical term meaning abkant pres, used in site, drawing, installation or coordination contexts.",sheet metal
deep drawing,"A mechanical term meaning derin çekme, used in site, drawing, installation or coordination contexts.",sheet metal
sheet thickness,"A mechanical term meaning sac kalınlığı, used in site, drawing, installation or coordination contexts.",sheet metal
blank,"A mechanical term meaning sac parçası (blank), used in site, drawing, installation or coordination contexts.",sheet metal
die set,"A mechanical term meaning kalıp seti, used in site, drawing, installation or coordination contexts.",sheet metal
fabrication drawing,"A mechanical term meaning imalat çizimi, used in site, drawing, installation or coordination contexts.",sheet metal
metal fabrication shop,"A mechanical term meaning metal imalat atölyesi, used in site, drawing, installation or coordination contexts.",sheet metal
technical drawing,"A mechanical term meaning teknik resim, used in site, drawing, installation or coordination contexts.",standards
assembly drawing,"A mechanical term meaning montaj çizimi, used in site, drawing, installation or coordination contexts.",standards
detail drawing,"A mechanical term meaning detay çizimi, used in site, drawing, installation or coordination contexts.",standards
bill of materials,"A mechanical term meaning malzeme listesi, used in site, drawing, installation or coordination contexts.",standards
scale (drawing),"A mechanical term meaning ölçek (çizim), used in site, drawing, installation or coordination contexts.",standards
section view,"A mechanical term meaning kesit görünüşü, used in site, drawing, installation or coordination contexts.",standards
orthographic projection,"A mechanical term meaning ortografik projeksiyon, used in site, drawing, installation or coordination contexts.",standards
isometric view,"A mechanical term meaning izometrik görünüş, used in site, drawing, installation or coordination contexts.",standards
dimension line,"A mechanical term meaning ölçü çizgisi, used in site, drawing, installation or coordination contexts.",standards
engineering standard,"A mechanical term meaning mühendislik standardı, used in site, drawing, installation or coordination contexts.",standards
ISO standard,"A mechanical term meaning ISO standardı, used in site, drawing, installation or coordination contexts.",standards
ASME standard,"A mechanical term meaning ASME standardı, used in site, drawing, installation or coordination contexts.",standards
revision block,"A mechanical term meaning revizyon bloğu, used in site, drawing, installation or coordination contexts.",standards
title block,"A mechanical term meaning başlık bloğu, used in site, drawing, installation or coordination contexts.",standards
test bench,"A mechanical term meaning test tezgahı, used in site, drawing, installation or coordination contexts.",instruments
load cell,"A mechanical term meaning yük hücresi, used in site, drawing, installation or coordination contexts.",instruments
pressure gauge,"A mechanical term meaning basınç göstergesi, used in site, drawing, installation or coordination contexts.",instruments
thermometer,"A mechanical term meaning termometre, used in site, drawing, installation or coordination contexts.",instruments
tachometer,"A mechanical term meaning takometre, used in site, drawing, installation or coordination contexts.",instruments
strain gauge,"A mechanical term meaning gerinim ölçer, used in site, drawing, installation or coordination contexts.",instruments
vibration sensor,"A mechanical term meaning titreşim sensörü, used in site, drawing, installation or coordination contexts.",instruments
infrared camera,"A mechanical term meaning kızılötesi kamera, used in site, drawing, installation or coordination contexts.",instruments
leak test,"A mechanical term meaning sızdırmazlık testi, used in site, drawing, installation or coordination contexts.",instruments
performance test,"A mechanical term meaning performans testi, used in site, drawing, installation or coordination contexts.",instruments
load test,"A mechanical term meaning yük testi, used in site, drawing, installation or coordination contexts.",instruments
functional test report,"A mechanical term meaning fonksiyon test raporu, used in site, drawing, installation or coordination contexts.",instruments
factory acceptance test,"A mechanical term meaning fabrika kabul testi, used in site, drawing, installation or coordination contexts.",instruments
site acceptance test,"A mechanical term meaning saha kabul testi, used in site, drawing, installation or coordination contexts.",instruments
crane,"A mechanical term meaning vinç, used in site, drawing, installation or coordination contexts.",site operations
hoist,"A mechanical term meaning kaldıraç / vinç, used in site, drawing, installation or coordination contexts.",site operations
rigging,"A mechanical term meaning bağlama donanımı, used in site, drawing, installation or coordination contexts.",site operations
scaffolding (mechanical works),"A mechanical term meaning iskele (mekanik işleri), used in site, drawing, installation or coordination contexts.",site operations
installation drawing,"A mechanical term meaning montaj çizimi, used in site, drawing, installation or coordination contexts.",site operations
equipment foundation,"A mechanical term meaning ekipman temeli, used in site, drawing, installation or coordination contexts.",site operations
alignment tolerance,"A mechanical term meaning hizalama toleransı, used in site, drawing, installation or coordination contexts.",site operations
grouting,"A mechanical term meaning harçlama / grout dökme, used in site, drawing, installation or coordination contexts.",site operations
levelling,"A mechanical term meaning nivelman / seviyeleme, used in site, drawing, installation or coordination contexts.",site operations
mechanical completion,"A mechanical term meaning mekanik tamamlama, used in site, drawing, installation or coordination contexts.",site operations
punch list,"A mechanical term meaning eksik iş listesi, used in site, drawing, installation or coordination contexts.",site operations
site walkdown,"A mechanical term meaning saha kontrol turu, used in site, drawing, installation or coordination contexts.",site operations
equipment handover,"A mechanical term meaning ekipman teslimi, used in site, drawing, installation or coordination contexts.",site operations
erection,"A mechanical term meaning montaj / dikme, used in site, drawing, installation or coordination contexts.",site operations
dismantling,"A mechanical term meaning demontaj, used in site, drawing, installation or coordination contexts.",site operations
tackle,"A mechanical term meaning makara takımı, used in site, drawing, installation or coordination contexts.",site operations
chain block,"A mechanical term meaning zincirli vinç, used in site, drawing, installation or coordination contexts.",site operations
wire rope,"A mechanical term meaning çelik halat, used in site, drawing, installation or coordination contexts.",site operations
shackle (lifting),"A mechanical term meaning kelepçe (kaldırma), used in site, drawing, installation or coordination contexts.",site operations
torque test,"A mechanical term meaning tork testi, used in site, drawing, installation or coordination contexts.",site operations
pipe fit-up,"A mechanical term meaning boru montaj öncesi hizalama, used in site, drawing, installation or coordination contexts.",site operations
cold alignment,"A mechanical term meaning soğuk hizalama, used in site, drawing, installation or coordination contexts.",site operations
hot alignment,"A mechanical term meaning sıcak hizalama, used in site, drawing, installation or coordination contexts.",site operations
commissioning checklist,"A mechanical term meaning devreye alma kontrol listesi, used in site, drawing, installation or coordination contexts.",site operations
pre-commissioning,"A mechanical term meaning ön devreye alma, used in site, drawing, installation or coordination contexts.",site operations
mechanical run test,"A mechanical term meaning mekanik çalışma testi, used in site, drawing, installation or coordination contexts.",site operations
component,"A mechanical term meaning bileşen / parça, used in site, drawing, installation or coordination contexts.",mechanical systems
equipment,"A mechanical term meaning ekipman, used in site, drawing, installation or coordination contexts.",mechanical systems
device,"A mechanical term meaning cihaz, used in site, drawing, installation or coordination contexts.",mechanical systems
mechanism,"A mechanical term meaning mekanizma, used in site, drawing, installation or coordination contexts.",mechanical systems
assembly,"A mechanical term meaning montaj / düzenek, used in site, drawing, installation or coordination contexts.",mechanical systems
disassembly,"A mechanical term meaning sökme, used in site, drawing, installation or coordination contexts.",mechanical systems
motion,"A mechanical term meaning hareket, used in site, drawing, installation or coordination contexts.",mechanical systems
force,"A mechanical term meaning kuvvet, used in site, drawing, installation or coordination contexts.",mechanical systems
power,"A mechanical term meaning güç, used in site, drawing, installation or coordination contexts.",mechanical systems
efficiency,"A mechanical term meaning verim, used in site, drawing, installation or coordination contexts.",mechanical systems
capacity,"A mechanical term meaning kapasite, used in site, drawing, installation or coordination contexts.",mechanical systems
performance,"A mechanical term meaning performans, used in site, drawing, installation or coordination contexts.",mechanical systems
specification,"A mechanical term meaning şartname / spesifikasyon, used in site, drawing, installation or coordination contexts.",mechanical systems
prototype,"A mechanical term meaning prototip, used in site, drawing, installation or coordination contexts.",mechanical systems
design review,"A mechanical term meaning tasarım incelemesi, used in site, drawing, installation or coordination contexts.",mechanical systems
simulation,"A mechanical term meaning simülasyon, used in site, drawing, installation or coordination contexts.",mechanical systems
engineering calculation,"A mechanical term meaning mühendislik hesabı, used in site, drawing, installation or coordination contexts.",mechanical systems
load calculation,"A mechanical term meaning yük hesabı, used in site, drawing, installation or coordination contexts.",mechanical systems
mechanical engineer,"A mechanical term meaning makine mühendisi, used in site, drawing, installation or coordination contexts.",mechanical systems
draughtsman,"A mechanical term meaning teknik ressam, used in site, drawing, installation or coordination contexts.",mechanical systems
design engineer,"A mechanical term meaning tasarım mühendisi, used in site, drawing, installation or coordination contexts.",mechanical systems
project specification,"A mechanical term meaning proje şartnamesi, used in site, drawing, installation or coordination contexts.",mechanical systems
as-built documentation,"A mechanical term meaning yapıldığı gibi belgeler, used in site, drawing, installation or coordination contexts.",mechanical systems
engineering change order,"A mechanical term meaning mühendislik değişiklik emri, used in site, drawing, installation or coordination contexts.",mechanical systems
obsolete part,"A mechanical term meaning kullanımdan kalkmış parça, used in site, drawing, installation or coordination contexts.",mechanical systems
interchangeability,"A mechanical term meaning değiştirilebilirlik, used in site, drawing, installation or coordination contexts.",mechanical systems
modularity,"A mechanical term meaning modülerlik, used in site, drawing, installation or coordination contexts.",mechanical systems
mechanical integrity,"A mechanical term meaning mekanik bütünlük, used in site, drawing, installation or coordination contexts.",mechanical systems
life cycle cost,"A mechanical term meaning yaşam döngüsü maliyeti, used in site, drawing, installation or coordination contexts.",mechanical systems
value engineering,"A mechanical term meaning değer mühendisliği, used in site, drawing, installation or coordination contexts.",mechanical systems
design for manufacturability,"A mechanical term meaning üretilebilirlik için tasarım, used in site, drawing, installation or coordination contexts.",mechanical systems
engineering judgement,"A mechanical term meaning mühendislik kanaati, used in site, drawing, installation or coordination contexts.",mechanical systems
systems integration,"A mechanical term meaning sistem entegrasyonu, used in site, drawing, installation or coordination contexts.",mechanical systems
mechanical schematic,"A mechanical term meaning mekanik şema, used in site, drawing, installation or coordination contexts.",mechanical systems
bill of quantities,"A mechanical term meaning keşif özeti, used in site, drawing, installation or coordination contexts.",mechanical systems
scope of work,"A mechanical term meaning iş kapsamı, used in site, drawing, installation or coordination contexts.",mechanical systems
technical specification review,"A mechanical term meaning teknik şartname incelemesi, used in site, drawing, installation or coordination contexts.",mechanical systems
mechanical interface,"A mechanical term meaning mekanik arayüz, used in site, drawing, installation or coordination contexts.",mechanical systems
standard operating procedure,"A mechanical term meaning standart işletme prosedürü, used in site, drawing, installation or coordination contexts.",mechanical systems
engineering drawing register,"A mechanical term meaning mühendislik çizim kayıt listesi, used in site, drawing, installation or coordination contexts.",mechanical systems
mechanical contractor,"A mechanical term meaning mekanik yüklenici, used in site, drawing, installation or coordination contexts.",mechanical systems
subcontractor,"A mechanical term meaning taşeron, used in site, drawing, installation or coordination contexts.",mechanical systems
fuel oil,"A mechanical term meaning yakıt yağı, used in site, drawing, installation or coordination contexts.",thermodynamics
burner,"A mechanical term meaning brülör, used in site, drawing, installation or coordination contexts.",thermodynamics
chimney,"A mechanical term meaning baca, used in site, drawing, installation or coordination contexts.",thermodynamics
flame,"A mechanical term meaning alev, used in site, drawing, installation or coordination contexts.",thermodynamics
thermal comfort,"A mechanical term meaning termal konfor, used in site, drawing, installation or coordination contexts.",thermodynamics
hot water tank,"A mechanical term meaning sıcak su deposu, used in site, drawing, installation or coordination contexts.",thermodynamics
heat pump,"A mechanical term meaning ısı pompası, used in site, drawing, installation or coordination contexts.",thermodynamics
solar collector,"A mechanical term meaning güneş kolektörü, used in site, drawing, installation or coordination contexts.",thermodynamics
boiler efficiency,"A mechanical term meaning kazan verimi, used in site, drawing, installation or coordination contexts.",thermodynamics
thermal insulation board,"A mechanical term meaning ısı yalıtım levhası, used in site, drawing, installation or coordination contexts.",thermodynamics
flue gas,"A mechanical term meaning baca gazı, used in site, drawing, installation or coordination contexts.",thermodynamics
gas turbine cycle,"A mechanical term meaning gaz türbini çevrimi, used in site, drawing, installation or coordination contexts.",thermodynamics
regenerative heat exchanger,"A mechanical term meaning rejeneratif ısı eşanjörü, used in site, drawing, installation or coordination contexts.",thermodynamics
thermal stratification,"A mechanical term meaning termal tabakalaşma, used in site, drawing, installation or coordination contexts.",thermodynamics
psychrometric chart,"A mechanical term meaning psikrometrik diyagram, used in site, drawing, installation or coordination contexts.",thermodynamics
dew point,"A mechanical term meaning çiy noktası, used in site, drawing, installation or coordination contexts.",thermodynamics
heat balance,"A mechanical term meaning ısı dengesi, used in site, drawing, installation or coordination contexts.",thermodynamics
bimetallic strip,"A mechanical term meaning çift metalli şerit, used in site, drawing, installation or coordination contexts.",thermodynamics
tap,"A mechanical term meaning musluk, used in site, drawing, installation or coordination contexts.",fluid mechanics
hose,"A mechanical term meaning hortum, used in site, drawing, installation or coordination contexts.",fluid mechanics
pipe diameter,"A mechanical term meaning boru çapı, used in site, drawing, installation or coordination contexts.",fluid mechanics
water pressure,"A mechanical term meaning su basıncı, used in site, drawing, installation or coordination contexts.",fluid mechanics
siphon,"A mechanical term meaning sifon, used in site, drawing, installation or coordination contexts.",fluid mechanics
fluid coupling,"A mechanical term meaning akışkan kaplin, used in site, drawing, installation or coordination contexts.",fluid mechanics
manometer,"A mechanical term meaning manometre, used in site, drawing, installation or coordination contexts.",fluid mechanics
Pitot tube,"A mechanical term meaning Pitot tüpü, used in site, drawing, installation or coordination contexts.",fluid mechanics
free surface flow,"A mechanical term meaning serbest yüzey akışı, used in site, drawing, installation or coordination contexts.",fluid mechanics
vortex,"A mechanical term meaning girdap, used in site, drawing, installation or coordination contexts.",fluid mechanics
multiphase flow,"A mechanical term meaning çok fazlı akış, used in site, drawing, installation or coordination contexts.",fluid mechanics
choked flow,"A mechanical term meaning tıkanmış akış, used in site, drawing, installation or coordination contexts.",fluid mechanics
factory,"A mechanical term meaning fabrika, used in site, drawing, installation or coordination contexts.",machining
production line,"A mechanical term meaning üretim hattı, used in site, drawing, installation or coordination contexts.",machining
assembly line,"A mechanical term meaning montaj hattı, used in site, drawing, installation or coordination contexts.",machining
tool,"A mechanical term meaning takım / alet, used in site, drawing, installation or coordination contexts.",machining
hand tool,"A mechanical term meaning el aleti, used in site, drawing, installation or coordination contexts.",machining
power tool,"A mechanical term meaning elektrikli el aleti, used in site, drawing, installation or coordination contexts.",machining
wrench,"A mechanical term meaning anahtar, used in site, drawing, installation or coordination contexts.",machining
screwdriver,"A mechanical term meaning tornavida, used in site, drawing, installation or coordination contexts.",machining
hammer,"A mechanical term meaning çekiç, used in site, drawing, installation or coordination contexts.",machining
file (tool),"A mechanical term meaning eğe, used in site, drawing, installation or coordination contexts.",machining
vice,"A mechanical term meaning mengene, used in site, drawing, installation or coordination contexts.",machining
drill press,"A mechanical term meaning kolon matkap, used in site, drawing, installation or coordination contexts.",machining
bench grinder,"A mechanical term meaning taşlama tezgahı, used in site, drawing, installation or coordination contexts.",machining
hacksaw,"A mechanical term meaning demir testeresi, used in site, drawing, installation or coordination contexts.",machining
allen key,"A mechanical term meaning alyan anahtarı, used in site, drawing, installation or coordination contexts.",machining
plastic,"A mechanical term meaning plastik, used in site, drawing, installation or coordination contexts.",materials & metallurgy
wood,"A mechanical term meaning ahşap, used in site, drawing, installation or coordination contexts.",materials & metallurgy
glass,"A mechanical term meaning cam, used in site, drawing, installation or coordination contexts.",materials & metallurgy
brass,"A mechanical term meaning pirinç, used in site, drawing, installation or coordination contexts.",materials & metallurgy
copper,"A mechanical term meaning bakır, used in site, drawing, installation or coordination contexts.",materials & metallurgy
zinc,"A mechanical term meaning çinko, used in site, drawing, installation or coordination contexts.",materials & metallurgy
material strength,"A mechanical term meaning malzeme mukavemeti, used in site, drawing, installation or coordination contexts.",materials & metallurgy
raw material,"A mechanical term meaning hammadde, used in site, drawing, installation or coordination contexts.",materials & metallurgy
recycled material,"A mechanical term meaning geri dönüştürülmüş malzeme, used in site, drawing, installation or coordination contexts.",materials & metallurgy
tool box,"A mechanical term meaning alet kutusu, used in site, drawing, installation or coordination contexts.",maintenance
cleaning,"A mechanical term meaning temizlik, used in site, drawing, installation or coordination contexts.",maintenance
lubrication,"A mechanical term meaning yağlama, used in site, drawing, installation or coordination contexts.",maintenance
adjustment,"A mechanical term meaning ayar, used in site, drawing, installation or coordination contexts.",maintenance
replacement part,"A mechanical term meaning yedek parça, used in site, drawing, installation or coordination contexts.",maintenance
failure,"A mechanical term meaning arıza, used in site, drawing, installation or coordination contexts.",maintenance
breakdown,"A mechanical term meaning arıza / bozulma, used in site, drawing, installation or coordination contexts.",maintenance
safety check,"A mechanical term meaning güvenlik kontrolü, used in site, drawing, installation or coordination contexts.",maintenance
maintenance team,"A mechanical term meaning bakım ekibi, used in site, drawing, installation or coordination contexts.",maintenance
tool inventory,"A mechanical term meaning alet envanteri, used in site, drawing, installation or coordination contexts.",maintenance
wheel,"A mechanical term meaning tekerlek, used in site, drawing, installation or coordination contexts.",engines
tyre,"A mechanical term meaning lastik, used in site, drawing, installation or coordination contexts.",engines
battery,"A mechanical term meaning akü / batarya, used in site, drawing, installation or coordination contexts.",engines
fuel tank,"A mechanical term meaning yakıt deposu, used in site, drawing, installation or coordination contexts.",engines
headlight,"A mechanical term meaning far, used in site, drawing, installation or coordination contexts.",engines
windscreen,"A mechanical term meaning ön cam, used in site, drawing, installation or coordination contexts.",engines
mirror,"A mechanical term meaning ayna, used in site, drawing, installation or coordination contexts.",engines
horn,"A mechanical term meaning korna, used in site, drawing, installation or coordination contexts.",engines
seat belt,"A mechanical term meaning emniyet kemeri, used in site, drawing, installation or coordination contexts.",engines
dashboard,"A mechanical term meaning gösterge paneli, used in site, drawing, installation or coordination contexts.",engines
pin,"A mechanical term meaning pim, used in site, drawing, installation or coordination contexts.",fasteners
clip,"A mechanical term meaning klips, used in site, drawing, installation or coordination contexts.",fasteners
bracket,"A mechanical term meaning braket, used in site, drawing, installation or coordination contexts.",fasteners
clamp,"A mechanical term meaning kelepçe / mengene, used in site, drawing, installation or coordination contexts.",fasteners
ladder,"A mechanical term meaning merdiven, used in site, drawing, installation or coordination contexts.",site operations
toolbox talk,"A mechanical term meaning sabah güvenlik toplantısı, used in site, drawing, installation or coordination contexts.",site operations
safety helmet,"A mechanical term meaning baret, used in site, drawing, installation or coordination contexts.",site operations
work platform,"A mechanical term meaning çalışma platformu, used in site, drawing, installation or coordination contexts.",site operations
site office,"A mechanical term meaning saha ofisi, used in site, drawing, installation or coordination contexts.",site operations
delivery,"A mechanical term meaning teslimat, used in site, drawing, installation or coordination contexts.",site operations
storage area,"A mechanical term meaning depolama alanı, used in site, drawing, installation or coordination contexts.",site operations
fan,"A mechanical term meaning fan / vantilatör, used in site, drawing, installation or coordination contexts.",HVAC
window unit,"A mechanical term meaning pencere tipi klima, used in site, drawing, installation or coordination contexts.",HVAC
split unit,"A mechanical term meaning split klima, used in site, drawing, installation or coordination contexts.",HVAC
ruler,"A mechanical term meaning cetvel, used in site, drawing, installation or coordination contexts.",quality
scale (weight),"A mechanical term meaning tartı, used in site, drawing, installation or coordination contexts.",quality
checklist item,"A mechanical term meaning kontrol listesi maddesi, used in site, drawing, installation or coordination contexts.",quality
wheel and axle,"A mechanical term meaning tekerlek ve dingil, used in site, drawing, installation or coordination contexts.",power transmission
lever,"A mechanical term meaning kaldıraç, used in site, drawing, installation or coordination contexts.",power transmission
bushing,"A mechanical term meaning burç, used in site, drawing, installation or coordination contexts.",bearings & shafts
axle,"A mechanical term meaning dingil, used in site, drawing, installation or coordination contexts.",bearings & shafts
polytropic process,"A mechanical term meaning politropik süreç, used in site, drawing, installation or coordination contexts.",thermodynamics
throttling process,"A mechanical term meaning kısılma süreci, used in site, drawing, installation or coordination contexts.",thermodynamics
thermal efficiency,"A mechanical term meaning ısıl verim, used in site, drawing, installation or coordination contexts.",thermodynamics
heat rejection,"A mechanical term meaning ısı atma, used in site, drawing, installation or coordination contexts.",thermodynamics
Mach number,"A mechanical term meaning Mach sayısı, used in site, drawing, installation or coordination contexts.",fluid mechanics
shock wave (fluid),"A mechanical term meaning şok dalgası (akışkan), used in site, drawing, installation or coordination contexts.",fluid mechanics
flow separation,"A mechanical term meaning akış ayrılması, used in site, drawing, installation or coordination contexts.",fluid mechanics
laminar sublayer,"A mechanical term meaning laminer alt tabaka, used in site, drawing, installation or coordination contexts.",fluid mechanics
pump affinity laws,"A mechanical term meaning pompa benzerlik yasaları, used in site, drawing, installation or coordination contexts.",fluid mechanics
hardness testing method,"A mechanical term meaning sertlik test yöntemi, used in site, drawing, installation or coordination contexts.",materials & metallurgy
Rockwell hardness,"A mechanical term meaning Rockwell sertliği, used in site, drawing, installation or coordination contexts.",materials & metallurgy
Brinell hardness,"A mechanical term meaning Brinell sertliği, used in site, drawing, installation or coordination contexts.",materials & metallurgy
Charpy impact test,"A mechanical term meaning Charpy darbe testi, used in site, drawing, installation or coordination contexts.",materials & metallurgy
stress corrosion cracking,"A mechanical term meaning gerilmeli korozyon çatlaması, used in site, drawing, installation or coordination contexts.",materials & metallurgy
hydrogen embrittlement,"A mechanical term meaning hidrojen gevrekleşmesi, used in site, drawing, installation or coordination contexts.",materials & metallurgy
intergranular corrosion,"A mechanical term meaning tane sınırı korozyonu, used in site, drawing, installation or coordination contexts.",materials & metallurgy
material fatigue testing,"A mechanical term meaning malzeme yorulma testi, used in site, drawing, installation or coordination contexts.",materials & metallurgy
process capability index,"A mechanical term meaning proses yeterlilik indeksi, used in site, drawing, installation or coordination contexts.",quality
datum reference frame,"A mechanical term meaning referans çerçevesi, used in site, drawing, installation or coordination contexts.",quality
calibration interval,"A mechanical term meaning kalibrasyon aralığı, used in site, drawing, installation or coordination contexts.",quality
measurement system analysis,"A mechanical term meaning ölçüm sistemi analizi, used in site, drawing, installation or coordination contexts.",quality
weibull analysis,"A mechanical term meaning Weibull analizi, used in site, drawing, installation or coordination contexts.",maintenance
total productive maintenance,"A mechanical term meaning toplam verimli bakım, used in site, drawing, installation or coordination contexts.",maintenance
bathtub curve,"A mechanical term meaning küvet eğrisi, used in site, drawing, installation or coordination contexts.",maintenance
spare parts optimisation,"A mechanical term meaning yedek parça optimizasyonu, used in site, drawing, installation or coordination contexts.",maintenance
torsional vibration,"A mechanical term meaning burulma titreşimi, used in site, drawing, installation or coordination contexts.",vibration & dynamics
forced vibration,"A mechanical term meaning zorlanmış titreşim, used in site, drawing, installation or coordination contexts.",vibration & dynamics
free vibration,"A mechanical term meaning serbest titreşim, used in site, drawing, installation or coordination contexts.",vibration & dynamics
vibration signature analysis,"A mechanical term meaning titreşim imza analizi, used in site, drawing, installation or coordination contexts.",vibration & dynamics
residual stress,"A mechanical term meaning artık gerilme, used in site, drawing, installation or coordination contexts.",stress analysis
stress relaxation,"A mechanical term meaning gerilme gevşemesi, used in site, drawing, installation or coordination contexts.",stress analysis
thermal stress,"A mechanical term meaning termal gerilme, used in site, drawing, installation or coordination contexts.",stress analysis
conveyor,"A mechanical term meaning konveyör, used in site, drawing, installation or coordination contexts.",material handling
belt conveyor,"A mechanical term meaning bantlı konveyör, used in site, drawing, installation or coordination contexts.",material handling
roller conveyor,"A mechanical term meaning makaralı konveyör, used in site, drawing, installation or coordination contexts.",material handling
chain conveyor,"A mechanical term meaning zincirli konveyör, used in site, drawing, installation or coordination contexts.",material handling
forklift,"A mechanical term meaning forklift, used in site, drawing, installation or coordination contexts.",material handling
pallet,"A mechanical term meaning palet, used in site, drawing, installation or coordination contexts.",material handling
hopper,"A mechanical term meaning hazne / silo ağzı, used in site, drawing, installation or coordination contexts.",material handling
silo,"A mechanical term meaning silo, used in site, drawing, installation or coordination contexts.",material handling
material handling equipment,"A mechanical term meaning malzeme taşıma ekipmanı, used in site, drawing, installation or coordination contexts.",material handling
bucket elevator,"A mechanical term meaning kovalı elevatör, used in site, drawing, installation or coordination contexts.",material handling
screw conveyor,"A mechanical term meaning helezon konveyör, used in site, drawing, installation or coordination contexts.",material handling
overhead crane,"A mechanical term meaning gezer köprü vinç, used in site, drawing, installation or coordination contexts.",material handling
gantry crane,"A mechanical term meaning portal vinç, used in site, drawing, installation or coordination contexts.",material handling
monorail hoist,"A mechanical term meaning monoray vinç, used in site, drawing, installation or coordination contexts.",material handling
stacker,"A mechanical term meaning istifleyici, used in site, drawing, installation or coordination contexts.",material handling
automated guided vehicle,"A mechanical term meaning otomatik yönlendirmeli araç, used in site, drawing, installation or coordination contexts.",material handling
load capacity (crane),"A mechanical term meaning kaldırma kapasitesi, used in site, drawing, installation or coordination contexts.",material handling
conveyor belt speed,"A mechanical term meaning konveyör bant hızı, used in site, drawing, installation or coordination contexts.",material handling
weighing system,"A mechanical term meaning tartım sistemi, used in site, drawing, installation or coordination contexts.",material handling
chute,"A mechanical term meaning kaydırak / oluk, used in site, drawing, installation or coordination contexts.",material handling
pliers,"A mechanical term meaning pense, used in site, drawing, installation or coordination contexts.",tools
spanner,"A mechanical term meaning somun anahtarı, used in site, drawing, installation or coordination contexts.",tools
chisel,"A mechanical term meaning keski, used in site, drawing, installation or coordination contexts.",tools
punch (tool),"A mechanical term meaning zımba (el aleti), used in site, drawing, installation or coordination contexts.",tools
workbench,"A mechanical term meaning iş tezgahı, used in site, drawing, installation or coordination contexts.",tools
tool cabinet,"A mechanical term meaning alet dolabı, used in site, drawing, installation or coordination contexts.",tools
measuring tape,"A mechanical term meaning şerit metre, used in site, drawing, installation or coordination contexts.",tools
spirit level,"A mechanical term meaning su terazisi, used in site, drawing, installation or coordination contexts.",tools
angle grinder,"A mechanical term meaning avuç taşlama, used in site, drawing, installation or coordination contexts.",tools
impact wrench,"A mechanical term meaning darbeli somun sıkma makinesi, used in site, drawing, installation or coordination contexts.",tools
air gun (workshop),"A mechanical term meaning hava tabancası, used in site, drawing, installation or coordination contexts.",tools
welding mask,"A mechanical term meaning kaynak maskesi, used in site, drawing, installation or coordination contexts.",tools
safety goggles,"A mechanical term meaning koruyucu gözlük, used in site, drawing, installation or coordination contexts.",tools
workshop layout,"A mechanical term meaning atölye yerleşimi, used in site, drawing, installation or coordination contexts.",tools
hand tool inventory,"A mechanical term meaning el aleti envanteri, used in site, drawing, installation or coordination contexts.",tools
boiler drum,"A mechanical term meaning kazan gövdesi, used in site, drawing, installation or coordination contexts.",boilers
safety valve (boiler),"A mechanical term meaning emniyet valfi (kazan), used in site, drawing, installation or coordination contexts.",boilers
boiler tube,"A mechanical term meaning kazan borusu, used in site, drawing, installation or coordination contexts.",boilers
water tube boiler,"A mechanical term meaning su borulu kazan, used in site, drawing, installation or coordination contexts.",boilers
fire tube boiler,"A mechanical term meaning duman borulu kazan, used in site, drawing, installation or coordination contexts.",boilers
pressure test certificate,"A mechanical term meaning basınç testi sertifikası, used in site, drawing, installation or coordination contexts.",boilers
blowdown valve,"A mechanical term meaning blöf valfi, used in site, drawing, installation or coordination contexts.",boilers
boiler feedwater,"A mechanical term meaning kazan besi suyu, used in site, drawing, installation or coordination contexts.",boilers
pressure equipment directive,"A mechanical term meaning basınçlı ekipman yönetmeliği, used in site, drawing, installation or coordination contexts.",boilers
design pressure,"A mechanical term meaning tasarım basıncı, used in site, drawing, installation or coordination contexts.",boilers
burst disc,"A mechanical term meaning patlama diski, used in site, drawing, installation or coordination contexts.",boilers
energy audit,"A mechanical term meaning enerji verimliliği denetimi, used in site, drawing, installation or coordination contexts.",energy efficiency
energy consumption,"A mechanical term meaning enerji tüketimi, used in site, drawing, installation or coordination contexts.",energy efficiency
energy saving measure,"A mechanical term meaning enerji tasarrufu önlemi, used in site, drawing, installation or coordination contexts.",energy efficiency
variable frequency drive,"A mechanical term meaning değişken frekanslı sürücü, used in site, drawing, installation or coordination contexts.",energy efficiency
motor efficiency class,"A mechanical term meaning motor verim sınıfı, used in site, drawing, installation or coordination contexts.",energy efficiency
waste heat,"A mechanical term meaning atık ısı, used in site, drawing, installation or coordination contexts.",energy efficiency
renewable energy system,"A mechanical term meaning yenilenebilir enerji sistemi, used in site, drawing, installation or coordination contexts.",energy efficiency
