term,definition,category
steel structure inspection,"A civil term meaning çelik yapı muayenesi, used in site, drawing, installation or coordination contexts.",structural steel
foundation excavation,"A civil term meaning temel kazısı, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
foundation waterproofing,"A civil term meaning temel su yalıtımı, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
foundation reinforcement,"A civil term meaning temel donatısı, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
geotechnical design parameter,"A civil term meaning geoteknik tasarım parametresi, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
earthworks contractor,"A civil term meaning hafriyat yüklenicisi, used in site, drawing, installation or coordination contexts.",earthworks & excavation
excavation depth,"A civil term meaning kazı derinliği, used in site, drawing, installation or coordination contexts.",earthworks & excavation
excavation plan,"A civil term meaning kazı planı, used in site, drawing, installation or coordination contexts.",earthworks & excavation
road construction sequence,"A civil term meaning yol inşaat sırası, used in site, drawing, installation or coordination contexts.",road & highway
road surface condition,"A civil term meaning yol yüzeyi durumu, used in site, drawing, installation or coordination contexts.",road & highway
highway design standard,"A civil term meaning otoyol tasarım standardı, used in site, drawing, installation or coordination contexts.",road & highway
bridge construction method,"A civil term meaning köprü inşaat yöntemi, used in site, drawing, installation or coordination contexts.",bridges
bridge maintenance,"A civil term meaning köprü bakımı, used in site, drawing, installation or coordination contexts.",bridges
survey equipment,"A civil term meaning ölçüm ekipmanı, used in site, drawing, installation or coordination contexts.",surveying
survey accuracy,"A civil term meaning ölçüm doğruluğu, used in site, drawing, installation or coordination contexts.",surveying
drainage system design,"A civil term meaning drenaj sistemi tasarımı, used in site, drawing, installation or coordination contexts.",water & drainage
water pipe installation,"A civil term meaning su borusu döşemesi, used in site, drawing, installation or coordination contexts.",water & drainage
sewerage network,"A civil term meaning kanalizasyon şebekesi, used in site, drawing, installation or coordination contexts.",water & drainage
masonry wall construction,"A civil term meaning yığma duvar inşaatı, used in site, drawing, installation or coordination contexts.",masonry
masonry inspection,"A civil term meaning yığma yapı muayenesi, used in site, drawing, installation or coordination contexts.",masonry
waterproofing contractor,"A civil term meaning su yalıtımı yüklenicisi, used in site, drawing, installation or coordination contexts.",waterproofing
waterproofing inspection,"A civil term meaning su yalıtımı muayenesi, used in site, drawing, installation or coordination contexts.",waterproofing
cost control (civil),"A civil term meaning maliyet kontrolü (inşaat), used in site, drawing, installation or coordination contexts.",quantity surveying
quantity take-off,"A civil term meaning metraj çıkarma, used in site, drawing, installation or coordination contexts.",quantity surveying
procurement cost (civil),"A civil term meaning tedarik maliyeti (inşaat), used in site, drawing, installation or coordination contexts.",quantity surveying
equipment maintenance (civil),"A civil term meaning ekipman bakımı (inşaat), used in site, drawing, installation or coordination contexts.",construction equipment
equipment operator (civil),"A civil term meaning ekipman operatörü (inşaat), used in site, drawing, installation or coordination contexts.",construction equipment
construction milestone,"A civil term meaning inşaat kilometre taşı, used in site, drawing, installation or coordination contexts.",site management
site coordination,"A civil term meaning saha koordinasyonu, used in site, drawing, installation or coordination contexts.",site management
construction progress tracking,"A civil term meaning inşaat ilerleme takibi, used in site, drawing, installation or coordination contexts.",site management
structural design standard,"A civil term meaning yapısal tasarım standardı, used in site, drawing, installation or coordination contexts.",standards & codes
safety factor (structural),"A civil term meaning güvenlik faktörü (yapısal), used in site, drawing, installation or coordination contexts.",standards & codes
construction industry,"A civil term meaning inşaat sektörü, used in site, drawing, installation or coordination contexts.",civil / building elements
construction worker,"A civil term meaning inşaat işçisi, used in site, drawing, installation or coordination contexts.",civil / building elements
building contractor,"A civil term meaning yapı yüklenicisi, used in site, drawing, installation or coordination contexts.",civil / building elements
construction budget,"A civil term meaning inşaat bütçesi, used in site, drawing, installation or coordination contexts.",civil / building elements
construction timeline,"A civil term meaning inşaat zaman çizelgesi, used in site, drawing, installation or coordination contexts.",civil / building elements
civil engineering standard,"A civil term meaning inşaat mühendisliği standardı, used in site, drawing, installation or coordination contexts.",civil / building elements
structural safety,"A civil term meaning yapısal güvenlik, used in site, drawing, installation or coordination contexts.",civil / building elements
construction quality,"A civil term meaning inşaat kalitesi, used in site, drawing, installation or coordination contexts.",civil / building elements
as-built completion,"A civil term meaning yapıldığı gibi tamamlama, used in site, drawing, installation or coordination contexts.",civil / building elements
site management plan,"A civil term meaning saha yönetim planı, used in site, drawing, installation or coordination contexts.",civil / building elements
construction risk,"A civil term meaning inşaat riski, used in site, drawing, installation or coordination contexts.",civil / building elements
project handover (civil),"A civil term meaning proje teslimi (inşaat), used in site, drawing, installation or coordination contexts.",civil / building elements
tunnel construction,"A civil term meaning tünel inşaatı, used in site, drawing, installation or coordination contexts.",tunnels & underground
tunnel safety,"A civil term meaning tünel güvenliği, used in site, drawing, installation or coordination contexts.",tunnels & underground
structural load analysis,"A civil term meaning yapısal yük analizi, used in site, drawing, installation or coordination contexts.",structural design civil
structural design report,"A civil term meaning yapısal tasarım raporu, used in site, drawing, installation or coordination contexts.",structural design civil
timber structure,"A civil term meaning ahşap yapı, used in site, drawing, installation or coordination contexts.",timber construction
timber construction method,"A civil term meaning ahşap inşaat yöntemi, used in site, drawing, installation or coordination contexts.",timber construction
building renovation project,"A civil term meaning bina yenileme projesi, used in site, drawing, installation or coordination contexts.",renovation refurbishment
structural renovation,"A civil term meaning yapısal yenileme, used in site, drawing, installation or coordination contexts.",renovation refurbishment
precast production,"A civil term meaning prefabrik üretim, used in site, drawing, installation or coordination contexts.",precast elements
precast erection,"A civil term meaning prefabrik montajı, used in site, drawing, installation or coordination contexts.",precast elements
concrete surface tolerance,"A civil term meaning beton yüzey toleransı, used in site, drawing, installation or coordination contexts.",concrete works
concrete joint sealing,"A civil term meaning beton derz dolgusu, used in site, drawing, installation or coordination contexts.",concrete works
concrete mix design,"A civil term meaning beton karışım tasarımı, used in site, drawing, installation or coordination contexts.",concrete works
steel structure maintenance,"A civil term meaning çelik yapı bakımı, used in site, drawing, installation or coordination contexts.",structural steel
steel coating inspection,"A civil term meaning çelik kaplama muayenesi, used in site, drawing, installation or coordination contexts.",structural steel
foundation settlement monitoring,"A civil term meaning temel oturma izleme, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
geotechnical survey report,"A civil term meaning geoteknik ölçüm raporu, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
road construction material,"A civil term meaning yol inşaat malzemesi, used in site, drawing, installation or coordination contexts.",road & highway
pavement layer thickness,"A civil term meaning kaplama tabakası kalınlığı, used in site, drawing, installation or coordination contexts.",road & highway
stormwater management plan,"A civil term meaning yağmur suyu yönetim planı, used in site, drawing, installation or coordination contexts.",water & drainage
drainage pipe sizing,"A civil term meaning drenaj borusu boyutlandırma, used in site, drawing, installation or coordination contexts.",water & drainage
construction phasing plan,"A civil term meaning inşaat aşamalandırma planı, used in site, drawing, installation or coordination contexts.",site management
project completion date,"A civil term meaning proje tamamlanma tarihi, used in site, drawing, installation or coordination contexts.",site management
construction cost report,"A civil term meaning inşaat maliyet raporu, used in site, drawing, installation or coordination contexts.",quantity surveying
materials cost estimate,"A civil term meaning malzeme maliyet tahmini, used in site, drawing, installation or coordination contexts.",quantity surveying
civil engineering firm,"A civil term meaning inşaat mühendisliği firması, used in site, drawing, installation or coordination contexts.",civil / building elements
public infrastructure,"A civil term meaning kamu altyapısı, used in site, drawing, installation or coordination contexts.",civil / building elements
construction technology,"A civil term meaning inşaat teknolojisi, used in site, drawing, installation or coordination contexts.",civil / building elements
site development plan,"A civil term meaning saha geliştirme planı, used in site, drawing, installation or coordination contexts.",civil / building elements
construction defect,"A civil term meaning inşaat kusuru, used in site, drawing, installation or coordination contexts.",civil / building elements
structural component,"A civil term meaning yapısal bileşen, used in site, drawing, installation or coordination contexts.",civil / building elements
bridge design,"A civil term meaning köprü tasarımı, used in site, drawing, installation or coordination contexts.",bridges
bridge construction,"A civil term meaning köprü inşaatı, used in site, drawing, installation or coordination contexts.",bridges
masonry construction technique,"A civil term meaning yığma yapı tekniği, used in site, drawing, installation or coordination contexts.",masonry
waterproofing system design,"A civil term meaning su yalıtımı sistem tasarımı, used in site, drawing, installation or coordination contexts.",waterproofing
construction standard compliance,"A civil term meaning inşaat standardı uygunluğu, used in site, drawing, installation or coordination contexts.",standards & codes
heavy equipment (civil),"A civil term meaning ağır ekipman (inşaat), used in site, drawing, installation or coordination contexts.",construction equipment
construction environmental plan,"A civil term meaning inşaat çevre planı, used in site, drawing, installation or coordination contexts.",environment
construction contract terms,"A civil term meaning inşaat sözleşme şartları, used in site, drawing, installation or coordination contexts.",contracts & claims
survey report,"A civil term meaning ölçüm raporu, used in site, drawing, installation or coordination contexts.",surveying
civil works program,"A civil term meaning inşaat işleri programı, used in site, drawing, installation or coordination contexts.",civil / building elements
construction site layout,"A civil term meaning inşaat sahası yerleşimi, used in site, drawing, installation or coordination contexts.",civil / building elements
civil construction phase,"A civil term meaning inşaat aşaması (medeni), used in site, drawing, installation or coordination contexts.",civil / building elements
temporary site office,"A civil term meaning geçici saha ofisi, used in site, drawing, installation or coordination contexts.",civil / building elements
construction manpower,"A civil term meaning inşaat iş gücü, used in site, drawing, installation or coordination contexts.",civil / building elements
civil engineering consultancy,"A civil term meaning inşaat mühendisliği danışmanlığı, used in site, drawing, installation or coordination contexts.",civil / building elements
construction site safety,"A civil term meaning inşaat sahası güvenliği, used in site, drawing, installation or coordination contexts.",civil / building elements
civil works audit,"A civil term meaning inşaat işleri denetimi, used in site, drawing, installation or coordination contexts.",civil / building elements
construction material testing,"A civil term meaning inşaat malzeme testi, used in site, drawing, installation or coordination contexts.",civil / building elements
building structural system,"A civil term meaning bina yapısal sistemi, used in site, drawing, installation or coordination contexts.",civil / building elements
civil design coordination,"A civil term meaning inşaat tasarım koordinasyonu, used in site, drawing, installation or coordination contexts.",civil / building elements
construction site meeting,"A civil term meaning inşaat sahası toplantısı, used in site, drawing, installation or coordination contexts.",civil / building elements
engineering survey (civil),"A civil term meaning mühendislik ölçümü (inşaat), used in site, drawing, installation or coordination contexts.",civil / building elements
construction phase inspection,"A civil term meaning inşaat aşaması muayenesi, used in site, drawing, installation or coordination contexts.",civil / building elements
concrete quality assurance,"A civil term meaning beton kalite güvencesi, used in site, drawing, installation or coordination contexts.",concrete works
concrete construction method,"A civil term meaning beton inşaat yöntemi, used in site, drawing, installation or coordination contexts.",concrete works
concrete pour planning,"A civil term meaning beton döküm planlaması, used in site, drawing, installation or coordination contexts.",concrete works
concrete curing method,"A civil term meaning beton kür yöntemi, used in site, drawing, installation or coordination contexts.",concrete works
steel structure design,"A civil term meaning çelik yapı tasarımı, used in site, drawing, installation or coordination contexts.",structural steel
steel construction quality,"A civil term meaning çelik inşaat kalitesi, used in site, drawing, installation or coordination contexts.",structural steel
steel fabrication quality,"A civil term meaning çelik imalat kalitesi, used in site, drawing, installation or coordination contexts.",structural steel
foundation construction,"A civil term meaning temel inşaatı, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
geotechnical engineering,"A civil term meaning geoteknik mühendislik, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
foundation type,"A civil term meaning temel türü, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
earthworks contractor scope,"A civil term meaning hafriyat yüklenici kapsamı, used in site, drawing, installation or coordination contexts.",earthworks & excavation
excavation safety plan,"A civil term meaning kazı güvenlik planı, used in site, drawing, installation or coordination contexts.",earthworks & excavation
road construction project,"A civil term meaning yol inşaat projesi, used in site, drawing, installation or coordination contexts.",road & highway
highway maintenance,"A civil term meaning otoyol bakımı, used in site, drawing, installation or coordination contexts.",road & highway
road construction equipment,"A civil term meaning yol inşaat ekipmanı, used in site, drawing, installation or coordination contexts.",road & highway
water infrastructure,"A civil term meaning su altyapısı, used in site, drawing, installation or coordination contexts.",water & drainage
drainage construction,"A civil term meaning drenaj inşaatı, used in site, drawing, installation or coordination contexts.",water & drainage
construction cost management,"A civil term meaning inşaat maliyet yönetimi, used in site, drawing, installation or coordination contexts.",quantity surveying
project cost control,"A civil term meaning proje maliyet kontrolü, used in site, drawing, installation or coordination contexts.",quantity surveying
construction project schedule,"A civil term meaning inşaat proje programı, used in site, drawing, installation or coordination contexts.",site management
site work plan,"A civil term meaning saha çalışma planı, used in site, drawing, installation or coordination contexts.",site management
construction progress meeting,"A civil term meaning inşaat ilerleme toplantısı, used in site, drawing, installation or coordination contexts.",site management
structural design guideline,"A civil term meaning yapısal tasarım kılavuzu, used in site, drawing, installation or coordination contexts.",standards & codes
civil engineering code,"A civil term meaning inşaat mühendisliği yönetmeliği, used in site, drawing, installation or coordination contexts.",standards & codes
masonry material,"A civil term meaning yığma malzemesi, used in site, drawing, installation or coordination contexts.",masonry
bridge structure,"A civil term meaning köprü yapısı, used in site, drawing, installation or coordination contexts.",bridges
construction machinery,"A civil term meaning inşaat makinesi, used in site, drawing, installation or coordination contexts.",construction equipment
construction agreement,"A civil term meaning inşaat anlaşması, used in site, drawing, installation or coordination contexts.",contracts & claims
construction environmental impact,"A civil term meaning inşaat çevresel etkisi, used in site, drawing, installation or coordination contexts.",environment
rebar installation,"A civil term meaning donatı montajı, used in site, drawing, installation or coordination contexts.",reinforcement
formwork installation,"A civil term meaning kalıp montajı, used in site, drawing, installation or coordination contexts.",formwork
construction site drawing,"A civil term meaning inşaat sahası çizimi, used in site, drawing, installation or coordination contexts.",civil / building elements
civil engineering report,"A civil term meaning inşaat mühendisliği raporu, used in site, drawing, installation or coordination contexts.",civil / building elements
construction handover plan,"A civil term meaning inşaat teslim planı, used in site, drawing, installation or coordination contexts.",civil / building elements
site engineering team,"A civil term meaning saha mühendislik ekibi, used in site, drawing, installation or coordination contexts.",civil / building elements
civil construction standard,"A civil term meaning inşaat yapım standardı, used in site, drawing, installation or coordination contexts.",civil / building elements
construction site condition,"A civil term meaning inşaat sahası koşulu, used in site, drawing, installation or coordination contexts.",civil / building elements
civil works progress,"A civil term meaning inşaat işleri ilerlemesi, used in site, drawing, installation or coordination contexts.",civil / building elements
construction material supply,"A civil term meaning inşaat malzeme tedariki, used in site, drawing, installation or coordination contexts.",civil / building elements
civil engineering drawing,"A civil term meaning inşaat mühendisliği çizimi, used in site, drawing, installation or coordination contexts.",civil / building elements
concrete supply chain,"A civil term meaning beton tedarik zinciri, used in site, drawing, installation or coordination contexts.",concrete works
concrete testing schedule,"A civil term meaning beton test programı, used in site, drawing, installation or coordination contexts.",concrete works
foundation engineering,"A civil term meaning temel mühendisliği, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
road pavement design,"A civil term meaning yol kaplama tasarımı, used in site, drawing, installation or coordination contexts.",road & highway
construction planning,"A civil term meaning inşaat planlaması, used in site, drawing, installation or coordination contexts.",site management
construction budget planning,"A civil term meaning inşaat bütçe planlaması, used in site, drawing, installation or coordination contexts.",quantity surveying
water supply network,"A civil term meaning su tedarik şebekesi, used in site, drawing, installation or coordination contexts.",water & drainage
at,Extracted from multi-word term in civil.,vocabulary
blast,Extracted from multi-word term in civil.,vocabulary
cracking,Extracted from multi-word term in civil.,vocabulary
element,Extracted from multi-word term in civil.,vocabulary
finite,Extracted from multi-word term in civil.,vocabulary
frame,Extracted from multi-word term in civil.,vocabulary
furnace,Extracted from multi-word term in civil.,vocabulary
granulated,Extracted from multi-word term in civil.,vocabulary
materials,Extracted from multi-word term in civil.,vocabulary
member,Extracted from multi-word term in civil.,vocabulary
pulse,Extracted from multi-word term in civil.,vocabulary
rock,Extracted from multi-word term in civil.,vocabulary
slag,Extracted from multi-word term in civil.,vocabulary
stabilised,Extracted from multi-word term in civil.,vocabulary
strut,Extracted from multi-word term in civil.,vocabulary
ultrasonic,Extracted from multi-word term in civil.,vocabulary
valuation,Extracted from multi-word term in civil.,vocabulary
waste,Extracted from multi-word term in civil.,vocabulary
works,Extracted from multi-word term in civil.,vocabulary
